booking_id,ticket_id,flight_id,booking_date,passenger_count,booking_channel,fare_class_id,base_price,cancellation_fee,baggage_allowance,effective_date,end_date,current_flag
B000546,F,F0387,2023-02-23,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000547,W,F0068,2023-03-22,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000548,Y,F0097,2023-05-25,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000549,W,F0193,2023-10-28,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000550,W,F0089,2023-12-02,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000551,Y,F0065,2023-08-02,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000552,W,F0266,2023-05-30,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000553,F,F0195,2023-02-15,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000554,W,F0220,2023-09-20,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000555,W,F0450,2023-05-03,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000556,F,F0496,2023-06-21,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000557,Y,F0117,2023-12-06,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000558,W,F0468,2023-06-17,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000559,W,F0356,2023-02-11,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000560,Y,F0152,2023-10-28,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000561,F,F0127,2023-12-04,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000562,F,F0130,2022-12-12,1,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000563,W,F0001,2023-02-17,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000564,W,F0225,2023-03-15,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000565,W,F0410,2023-05-07,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000566,W,F0317,2023-06-29,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000567,Y,F0324,2023-04-20,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000568,F,F0491,2023-10-20,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000569,Y,F0290,2023-10-04,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000570,W,F0144,2023-05-03,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000571,W,F0231,2023-02-15,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000572,Y,F0475,2023-09-03,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000573,Y,F0338,2023-04-01,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000574,Y,F0427,2023-07-31,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000575,F,F0453,2023-09-19,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000576,W,F0320,2023-07-30,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000577,F,F0124,2023-02-03,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000578,Y,F0100,2023-07-03,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000579,W,F0238,2023-09-22,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000580,F,F0170,2023-08-21,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B000581,F,F0038,2023-08-20,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000582,W,F0113,2022-12-24,3,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000583,Y,F0045,2023-06-21,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000584,F,F0296,2023-08-15,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000585,F,F0220,2023-09-22,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000586,W,F0377,2023-11-02,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000587,F,F0249,2023-07-11,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000588,W,F0093,2023-11-19,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000589,Y,F0197,2023-12-06,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000590,W,F0270,2023-04-12,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000591,F,F0046,2023-04-13,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000592,F,F0297,2023-04-10,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000593,W,F0370,2022-12-11,3,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000594,Y,F0049,2023-07-07,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000595,Y,F0071,2023-05-17,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000596,Y,F0210,2023-03-29,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000597,Y,F0017,2023-10-08,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000598,W,F0302,2023-11-25,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000599,F,F0310,2023-06-06,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000600,Y,F0273,2023-10-28,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000601,Y,F0027,2023-03-27,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000602,W,F0315,2022-12-22,2,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000603,Y,F0067,2023-05-05,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000604,W,F0493,2023-02-26,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000605,W,F0452,2023-09-01,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000606,W,F0115,2023-08-17,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000607,F,F0049,2023-08-02,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000608,F,F0247,2023-01-29,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000609,Y,F0148,2023-10-08,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000610,W,F0241,2023-04-30,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000611,Y,F0342,2023-03-14,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000612,W,F0332,2023-02-15,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000613,Y,F0275,2023-05-03,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000614,Y,F0229,2023-03-08,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000615,W,F0398,2022-12-06,1,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000616,W,F0360,2023-09-21,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000617,W,F0460,2023-06-17,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000618,Y,F0185,2023-09-01,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000619,F,F0098,2023-07-22,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000620,W,F0485,2022-11-24,2,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000621,Y,F0165,2022-12-12,1,TravelAgency,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000622,Y,F0296,2023-08-15,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000623,Y,F0171,2023-11-13,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000624,F,F0357,2023-06-09,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000625,W,F0235,2023-05-06,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000626,F,F0187,2023-04-09,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000627,F,F0300,2023-11-28,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000628,F,F0017,2023-09-20,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000629,Y,F0183,2023-06-08,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000630,Y,F0375,2023-07-26,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000631,W,F0217,2022-12-17,2,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000632,Y,F0053,2023-06-20,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000633,Y,F0235,2023-03-25,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000634,Y,F0157,2023-10-27,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000635,Y,F0467,2023-03-27,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000636,F,F0282,2023-02-06,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000637,F,F0368,2023-07-10,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000638,F,F0317,2023-06-25,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000639,Y,F0062,2023-07-05,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000640,F,F0005,2023-11-11,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000641,Y,F0162,2023-11-06,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000642,F,F0393,2023-03-02,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000643,Y,F0093,2023-10-26,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000644,W,F0118,2023-04-21,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000645,W,F0070,2022-11-28,2,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000646,F,F0123,2023-03-07,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000647,W,F0278,2023-01-10,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000648,F,F0152,2023-10-12,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000649,F,F0321,2023-03-26,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000650,F,F0496,2023-06-04,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000651,Y,F0342,2023-03-14,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000652,Y,F0002,2023-02-07,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000653,W,F0321,2023-03-01,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000654,F,F0440,2023-08-25,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000655,W,F0009,2023-10-01,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000656,F,F0108,2023-06-25,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000657,Y,F0068,2023-04-23,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000658,Y,F0165,2022-12-10,1,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000659,F,F0316,2022-12-17,1,MobileApp,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000660,Y,F0404,2023-10-29,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000661,W,F0491,2023-10-29,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000662,Y,F0189,2023-05-13,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000663,Y,F0111,2022-12-17,2,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000664,F,F0158,2023-12-06,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000665,Y,F0048,2023-05-01,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000666,F,F0297,2023-04-11,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000667,Y,F0269,2023-06-30,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000668,Y,F0197,2023-11-01,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000669,Y,F0046,2023-05-09,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000670,W,F0488,2023-03-06,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000671,F,F0189,2023-05-31,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000672,W,F0461,2023-04-21,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000673,W,F0037,2023-01-19,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000674,F,F0370,2023-01-29,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000675,F,F0236,2023-10-03,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000676,Y,F0480,2023-10-22,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000677,Y,F0238,2023-09-14,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000678,Y,F0379,2023-07-08,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000679,F,F0353,2023-09-08,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000680,F,F0051,2023-11-19,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000681,W,F0256,2022-12-28,1,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000682,W,F0366,2023-09-26,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000683,F,F0342,2023-02-04,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000684,W,F0188,2023-02-02,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000685,F,F0069,2023-10-08,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000686,F,F0393,2023-04-04,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000687,F,F0269,2023-08-14,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000688,Y,F0277,2023-03-31,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000689,F,F0046,2023-05-12,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000690,W,F0371,2023-01-27,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000691,W,F0338,2023-03-31,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000692,Y,F0308,2023-11-18,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000693,Y,F0351,2023-03-17,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000694,F,F0240,2023-11-14,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000695,W,F0237,2023-11-15,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000696,W,F0260,2023-02-08,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000697,Y,F0102,2023-07-04,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000698,W,F0179,2023-11-19,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000699,W,F0027,2023-03-16,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000700,Y,F0129,2023-04-28,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000701,W,F0388,2022-12-31,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000702,Y,F0175,2023-07-17,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000703,F,F0032,2023-02-20,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000704,W,F0036,2023-11-01,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000705,F,F0350,2023-05-09,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000706,W,F0101,2023-02-16,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000707,F,F0126,2022-12-30,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000708,F,F0378,2023-01-26,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000709,Y,F0183,2023-06-01,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000710,Y,F0423,2023-11-13,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000711,W,F0227,2023-06-15,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000712,W,F0024,2023-09-20,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000713,Y,F0388,2023-01-12,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000714,W,F0465,2023-04-02,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000715,F,F0002,2023-01-16,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000716,W,F0498,2023-03-12,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000717,W,F0183,2023-05-13,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000718,Y,F0064,2023-01-09,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000719,F,F0283,2023-10-14,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000720,W,F0141,2023-10-24,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000721,W,F0254,2023-05-27,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000722,Y,F0256,2022-12-10,2,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000723,W,F0022,2022-12-02,1,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000724,Y,F0032,2023-01-22,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000725,W,F0473,2023-10-05,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000726,W,F0213,2023-01-14,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000727,Y,F0289,2023-04-30,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000728,F,F0382,2023-02-27,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000729,F,F0195,2023-02-16,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000730,Y,F0448,2023-04-23,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000731,W,F0259,2023-10-27,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000732,F,F0237,2023-10-09,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000733,W,F0037,2023-01-13,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000734,Y,F0028,2023-11-16,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000735,Y,F0039,2023-09-12,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000736,W,F0240,2023-10-01,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000737,F,F0390,2023-03-19,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000738,F,F0412,2023-02-25,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000739,F,F0316,2022-12-29,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000740,W,F0194,2023-07-04,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000741,Y,F0188,2023-02-12,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000742,W,F0053,2023-06-18,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000743,Y,F0194,2023-06-28,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000744,F,F0339,2022-11-30,2,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000745,Y,F0134,2023-05-24,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000746,Y,F0428,2023-11-25,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000747,W,F0055,2023-07-18,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B000748,F,F0109,2023-10-29,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000749,Y,F0185,2023-09-13,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000750,W,F0348,2023-05-28,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000751,F,F0122,2023-07-28,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000752,W,F0145,2022-12-18,1,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000753,F,F0101,2023-02-06,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000754,Y,F0072,2023-02-23,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000755,F,F0381,2023-09-14,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B000756,F,F0210,2023-03-19,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000757,W,F0082,2023-01-05,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000758,F,F0362,2023-09-18,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000759,W,F0422,2023-06-08,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000760,Y,F0306,2023-03-03,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000761,W,F0316,2022-12-21,2,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000762,Y,F0353,2023-09-17,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000763,F,F0261,2023-04-11,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000764,F,F0003,2023-09-04,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000765,Y,F0234,2023-01-19,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000766,Y,F0077,2023-09-04,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000767,W,F0257,2023-06-14,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000768,F,F0293,2023-01-18,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000769,W,F0061,2022-12-14,3,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000770,Y,F0006,2023-07-24,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000771,F,F0407,2023-11-20,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000772,Y,F0272,2023-04-16,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000773,F,F0484,2023-08-28,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000774,W,F0291,2023-09-24,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B000775,Y,F0079,2023-09-18,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000776,Y,F0446,2023-04-27,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000777,Y,F0200,2023-01-07,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000778,Y,F0359,2023-07-13,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B000779,F,F0302,2023-10-22,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B000780,W,F0044,2023-04-30,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000781,Y,F0339,2022-12-26,2,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B000782,Y,F0148,2023-08-20,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000783,W,F0322,2022-12-15,3,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000784,Y,F0341,2023-05-21,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000785,F,F0227,2023-06-27,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000786,Y,F0454,2023-05-02,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000787,F,F0025,2023-06-06,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000788,F,F0350,2023-04-24,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000789,W,F0271,2023-03-01,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000790,F,F0342,2023-03-20,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000791,F,F0250,2023-08-09,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B000792,F,F0483,2023-08-22,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B000793,F,F0392,2023-02-17,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000794,F,F0049,2023-06-28,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000795,F,F0044,2023-05-17,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000796,W,F0406,2022-12-09,3,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B000797,W,F0455,2023-11-22,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B000798,F,F0217,2022-12-22,2,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B000799,Y,F0246,2023-09-21,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B000800,Y,F0233,2023-03-05,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000801,F,F0414,2023-07-05,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000802,W,F0328,2023-02-28,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B000803,W,F0428,2023-11-25,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B000804,Y,F0409,2023-03-16,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000805,Y,F0174,2023-01-07,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000806,W,F0245,2023-12-16,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B000807,F,F0239,2023-07-24,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000808,Y,F0139,2023-01-12,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000809,F,F0195,2023-02-22,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000810,F,F0124,2023-03-26,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000811,Y,F0004,2023-03-13,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B000812,F,F0482,2023-04-07,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000813,F,F0461,2023-05-15,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B000814,F,F0259,2023-10-04,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000815,Y,F0041,2023-09-24,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B000816,F,F0457,2023-10-21,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B000817,Y,F0261,2023-04-23,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
