flight_id,airport,gate,delay_minutes,delay_flag,on_time_flag,hour_of_day,day_of_week,Engine Temperature,Fuel Level,Vibration,Air Pressure,Airspeed,avg_temperature_flight,max_temperature_flight,avg_wind_speed_flight,max_wind_speed_flight,predominant_wind_direction,pct_rain_events,num_weather_points,total_ticket_revenue,total_passenger_count,num_bookings,flight_duration
F0297,DFW,DFW_G1,35.0,1,0,17,1,635.265,89.74,3.88,103.365,346.48,7.433333333333334,29.0,69.89999999999999,102.1,NE,0.0,3,907.9,9.0,3.0,300.0
F0298,JFK,JFK_G7,20.0,0,0,16,2,621.795,77.86500000000001,1.2149999999999999,92.89,508.305,-6.35,6.4,90.3,124.0,E,0.25,4,0.0,0.0,0.0,240.0
F0299,DFW,DFW_G9,54.0,1,0,6,3,556.11,37.73,3.505,99.0,450.425,1.5,12.7,89.35000000000001,148.9,NW,0.25,4,2506.42,13.0,5.0,60.0
F0300,ORD,ORD_G8,29.0,0,0,19,6,608.075,68.26,1.9,101.795,503.015,12.866666666666667,28.1,89.36666666666667,129.5,E,0.0,3,1355.34,7.0,3.0,240.0
F0301,LAX,LAX_G2,23.0,0,0,22,3,616.215,85.16333333333334,1.845,100.68,401.095,10.15,14.4,36.88,49.7,SE,0.2,5,2723.96,14.0,5.0,240.0
F0302,ORD,ORD_G2,32.0,1,0,2,1,582.6700000000001,31.959999999999997,1.8299999999999998,108.4,446.775,8.180000000000001,27.1,72.7,141.8,E,0.0,5,213.32,1.0,1.0,120.0
F0303,JFK,JFK_G1,1.0,0,1,19,2,532.1833333333333,56.57333333333333,0.28,90.27,451.2966666666667,2.9999999999999996,15.6,82.13333333333334,146.4,W,0.16666666666666666,6,916.65,6.0,3.0,240.0
F0304,JFK,JFK_G3,2.0,0,1,15,0,628.405,67.775,0.24333333333333332,100.105,302.03,3.22,23.0,95.92,144.0,E,0.2,5,856.1700000000001,7.0,3.0,120.0
F0305,ORD,ORD_G7,56.0,1,0,21,1,659.59,72.54,2.74,106.08,389.22666666666663,5.925000000000001,20.1,61.349999999999994,142.0,E,0.25,4,517.65,2.0,1.0,60.0
F0306,ATL,ATL_G6,41.0,1,0,8,4,683.185,72.79666666666667,3.07,101.31333333333333,,11.05,26.0,68.675,102.6,E,0.25,4,0.0,0.0,0.0,180.0
F0307,ATL,ATL_G7,30.0,0,0,17,6,631.165,41.61333333333333,4.98,97.88,326.14,4.15,5.6,119.89999999999999,135.8,NW,0.3333333333333333,3,1983.0,6.0,3.0,180.0
F0308,LAX,LAX_G3,41.0,1,0,13,2,601.4133333333333,95.65,2.51,101.195,506.94,4.8999999999999995,20.4,57.67999999999999,95.7,S,0.2,5,2930.8,11.0,4.0,240.0
F0309,ORD,ORD_G5,31.0,1,0,5,2,669.64,21.63,1.69,109.69,541.63,13.14,28.6,79.4,147.8,N,0.2,5,0.0,0.0,0.0,120.0
F0310,LAX,LAX_G8,34.0,1,0,1,0,644.13,51.78,0.98,94.09,505.00666666666666,-8.675,13.6,100.3,142.4,N,0.25,4,643.87,5.0,2.0,300.0
F0311,DFW,DFW_G2,25.0,0,0,0,5,605.0500000000001,36.385000000000005,1.715,96.5,473.1,9.26,27.2,90.06,142.4,E,0.0,5,2987.13,13.0,4.0,240.0
F0312,LAX,LAX_G10,39.0,1,0,20,0,622.085,84.325,1.77,102.99,396.9766666666667,19.633333333333333,28.7,71.46666666666665,126.6,SW,0.0,3,3025.0,13.0,5.0,240.0
F0313,LAX,LAX_G9,32.0,1,0,6,5,591.4,79.64,2.9333333333333336,102.565,364.13,-4.266666666666667,18.7,124.7,144.3,N,0.3333333333333333,3,2440.79,7.0,3.0,300.0
F0315,DFW,DFW_G1,10.0,0,1,5,6,683.27,47.75333333333334,0.9349999999999999,104.595,455.22,8.899999999999999,13.7,68.0,89.0,E,0.0,3,2254.01,7.0,3.0,180.0
F0316,JFK,JFK_G4,42.0,1,0,20,5,538.44,67.08,4.02,101.29,336.72,-1.6,12.3,81.35,143.7,E,0.0,4,1353.58,4.0,2.0,240.0
F0318,DFW,DFW_G4,53.0,1,0,9,1,699.25,29.563333333333333,3.026666666666667,106.305,448.97,7.549999999999999,28.7,67.575,142.3,W,0.25,4,0.0,0.0,0.0,240.0
F0319,JFK,JFK_G8,41.0,1,0,17,5,618.925,61.25,3.1633333333333336,97.715,,-1.0799999999999996,7.5,68.52000000000001,118.6,SE,0.4,5,2978.83,10.0,4.0,120.0
F0320,DFW,DFW_G3,20.0,0,0,12,4,,72.725,0.66,100.515,426.59,-10.5,-3.8,54.56666666666666,99.0,NW,0.0,3,641.12,3.0,2.0,180.0
F0321,DFW,DFW_G1,49.0,1,0,6,4,673.8,60.425,2.86,104.71,463.285,7.616666666666666,29.4,85.45,146.9,SW,0.16666666666666666,6,0.0,0.0,0.0,240.0
F0322,JFK,JFK_G10,56.0,1,0,1,2,610.1066666666667,54.12,0.62,,,-2.0399999999999996,13.3,69.34,102.2,NE,0.0,5,100.01,4.0,1.0,120.0
F0323,ATL,ATL_G7,34.0,1,0,19,6,613.305,60.70000000000001,3.3233333333333337,99.82,493.8999999999999,-1.4250000000000003,6.5,61.339999999999996,133.6,N,0.2,5,2356.7599999999998,11.0,4.0,180.0
F0324,LAX,LAX_G5,20.0,0,0,12,0,625.7650000000001,57.44,2.2199999999999998,93.06,372.345,-4.199999999999999,8.4,115.025,143.1,W,0.25,4,983.19,5.0,2.0,300.0
F0325,LAX,LAX_G6,26.0,0,0,13,1,667.14,64.50333333333334,4.13,95.18666666666667,414.05,4.666666666666667,26.4,117.4,128.0,S,0.16666666666666666,6,0.0,0.0,0.0,60.0
F0326,DFW,DFW_G5,28.0,0,0,14,5,589.37,80.55,1.3866666666666667,98.24333333333334,435.05,1.1000000000000003,20.7,79.31666666666668,143.9,N,0.16666666666666666,6,0.0,0.0,0.0,240.0
F0327,DFW,DFW_G7,43.0,1,0,14,3,642.83,64.255,,94.67,457.37,6.7250000000000005,21.6,79.45,123.1,N,0.0,4,3502.65,17.0,5.0,60.0
F0328,ORD,ORD_G7,33.0,1,0,5,5,589.0799999999999,79.105,1.05,107.72,357.75,3.233333333333333,25.3,78.52000000000001,128.0,NW,0.3333333333333333,6,2190.35,7.0,3.0,60.0
F0329,DFW,DFW_G5,37.0,1,0,10,1,580.115,53.67333333333334,3.495,97.055,531.755,4.5200000000000005,27.6,102.46666666666665,130.2,SW,0.0,6,965.16,2.0,2.0,300.0
F0331,ORD,ORD_G2,46.0,1,0,2,3,615.21,54.80499999999999,2.6133333333333337,100.11333333333334,499.29333333333335,14.8,18.8,99.725,123.4,N,0.0,4,2410.24,7.0,4.0,60.0
F0332,ORD,ORD_G8,52.0,1,0,22,1,624.98,71.92,2.785,96.46000000000001,434.6966666666667,1.0333333333333332,17.2,76.95,146.4,NE,0.0,6,636.5899999999999,7.0,2.0,120.0
F0333,DFW,DFW_G8,9.0,0,1,11,2,560.96,84.18,0.4,103.48333333333333,470.3866666666667,14.66,27.8,97.46000000000001,146.5,SE,0.0,5,773.58,3.0,1.0,240.0
F0335,JFK,JFK_G10,1.0,0,1,4,6,680.03,,2.995,100.61000000000001,455.58000000000004,-4.9,10.2,75.2,141.4,E,0.25,4,787.32,1.0,1.0,120.0
F0336,ATL,ATL_G2,11.0,0,1,13,0,636.29,59.919999999999995,2.76,101.63,408.28999999999996,9.459999999999999,28.7,53.839999999999996,103.1,E,0.4,5,264.17,2.0,1.0,120.0
F0337,ORD,ORD_G4,23.0,0,0,19,1,625.66,20.9,3.0666666666666664,100.82499999999999,480.81,0.11999999999999975,13.4,79.97999999999999,136.7,SE,0.0,5,2016.06,10.0,5.0,60.0
F0338,ATL,ATL_G5,49.0,1,0,22,3,542.2,79.41499999999999,1.9066666666666665,94.96,525.39,5.5600000000000005,25.7,97.53333333333335,101.0,E,0.4,5,0.0,0.0,0.0,240.0
F0339,ATL,ATL_G10,47.0,1,0,15,3,627.425,43.88999999999999,3.585,99.42666666666666,495.225,-0.2666666666666681,22.9,79.39999999999999,114.4,NE,0.3333333333333333,3,244.94,1.0,1.0,300.0
F0340,ATL,ATL_G5,23.0,0,0,9,6,547.635,88.35,3.46,99.55666666666667,434.64,15.75,28.2,92.83333333333333,124.1,SW,0.25,4,2653.0099999999998,14.0,5.0,60.0
F0341,ORD,ORD_G4,9.0,0,1,16,0,598.2,40.85,2.855,96.55,420.84,20.525,28.5,90.23333333333335,129.9,E,0.5,4,254.85,1.0,1.0,300.0
F0342,LAX,LAX_G9,51.0,1,0,23,3,,75.59,3.96,108.74,361.09999999999997,0.3,16.8,39.099999999999994,79.1,E,0.2,5,2424.19,10.0,4.0,240.0
F0344,ATL,ATL_G9,57.0,1,0,11,4,518.98,53.04,1.635,102.965,425.1233333333333,7.1,23.7,88.4,139.7,E,0.0,4,2263.9,15.0,5.0,300.0
F0345,DFW,DFW_G10,48.0,1,0,18,5,516.84,46.875,4.34,94.57,330.51,5.8999999999999995,24.2,94.95,149.7,N,0.3333333333333333,6,345.84,1.0,1.0,180.0
F0346,JFK,JFK_G9,58.0,1,0,0,0,620.7133333333333,72.89,3.835,100.035,494.3833333333334,1.5666666666666664,7.1,122.55,135.6,E,0.0,3,1346.13,2.0,2.0,120.0
F0347,ORD,ORD_G10,49.0,1,0,12,0,606.1700000000001,56.47,1.875,104.95,,20.44,29.1,67.36,137.2,NW,0.4,5,0.0,0.0,0.0,240.0
F0348,LAX,LAX_G2,37.0,1,0,12,1,614.7249999999999,35.42666666666667,1.1700000000000002,102.63,400.125,-3.12,15.1,80.3,123.9,N,0.0,5,1188.44,3.0,2.0,300.0
F0349,ORD,ORD_G10,56.0,1,0,4,1,695.44,76.85,1.7100000000000002,99.48333333333333,548.67,15.616666666666667,28.4,63.48333333333333,144.9,NE,0.0,6,994.72,6.0,3.0,180.0
F0350,LAX,LAX_G7,41.0,1,0,11,3,608.085,96.15,1.63,101.1,483.62999999999994,0.6749999999999994,24.4,52.5,116.5,NW,0.0,4,2642.42,8.0,5.0,300.0
F0351,JFK,JFK_G6,36.0,1,0,10,1,595.93,75.21,0.23,102.03,545.42,17.0,24.0,54.0,102.7,N,0.0,3,766.0799999999999,2.0,2.0,120.0
F0352,DFW,DFW_G8,60.0,1,0,22,1,590.2,44.083333333333336,4.44,104.58333333333333,493.17333333333335,6.975,29.9,67.55,119.4,NW,0.0,4,1607.04,8.0,3.0,60.0
F0353,LAX,LAX_G3,48.0,1,0,10,3,558.27,82.3,1.6500000000000001,94.56,473.16,3.5800000000000005,24.9,65.95,114.2,S,0.0,5,1176.21,8.0,3.0,240.0
F0354,JFK,JFK_G5,11.0,0,1,0,0,500.38,80.58333333333333,1.46,97.06666666666666,480.2966666666667,-1.5,26.6,80.10000000000001,122.3,E,0.0,3,1882.67,5.0,4.0,60.0
F0355,LAX,LAX_G5,30.0,0,0,7,4,596.2,79.905,4.705,96.46,531.28,11.266666666666666,28.7,76.83333333333333,143.4,NE,0.3333333333333333,6,0.0,0.0,0.0,120.0
F0356,ATL,ATL_G8,4.0,0,1,11,4,609.73,55.77,0.9850000000000001,106.77,328.84000000000003,19.65,26.4,122.2,144.3,NE,0.0,4,0.0,0.0,0.0,240.0
F0357,ATL,ATL_G7,55.0,1,0,21,2,661.66,59.333333333333336,0.17,93.26666666666667,,-5.574999999999999,6.8,109.25,114.4,NE,0.25,4,0.0,0.0,0.0,120.0
F0358,LAX,LAX_G9,38.0,1,0,19,1,584.57,72.94666666666667,2.2,94.94,445.745,14.6,18.8,25.85,34.9,N,0.0,3,2430.98,12.0,4.0,120.0
F0359,LAX,LAX_G5,0.0,0,1,20,1,648.73,68.15333333333334,3.87,102.08,435.53499999999997,0.9399999999999998,12.6,58.08,116.5,N,0.0,5,1227.53,4.0,2.0,300.0
F0360,DFW,DFW_G10,22.0,0,0,0,4,645.5799999999999,54.64,2.355,103.91499999999999,463.635,22.4,26.8,77.16666666666667,119.7,NE,0.3333333333333333,3,1598.46,6.0,3.0,120.0
F0361,LAX,LAX_G7,8.0,0,1,15,5,638.14,44.75,2.07,95.01,435.09,9.225000000000001,28.6,89.5,114.6,E,0.5,4,697.01,2.0,1.0,60.0
F0362,JFK,JFK_G9,56.0,1,0,15,4,649.17,91.84,2.953333333333333,100.7,421.52,-1.2333333333333332,16.3,134.20000000000002,145.5,NW,0.3333333333333333,3,231.37,1.0,1.0,60.0
F0363,LAX,LAX_G5,0.0,0,1,15,2,623.0899999999999,70.21,4.5,101.43,475.66333333333336,0.016666666666666902,17.8,66.08333333333333,109.7,S,0.0,6,0.0,0.0,0.0,180.0
F0364,ORD,ORD_G5,12.0,0,1,11,3,603.7049999999999,50.23,2.71,109.08,441.44666666666666,-4.499999999999999,13.0,99.35,103.6,NE,0.0,3,727.8,8.0,2.0,180.0
F0365,ORD,ORD_G6,59.0,1,0,3,4,623.3166666666667,21.31,0.3,95.75,460.67499999999995,1.6999999999999997,16.9,94.62,145.8,N,0.0,6,2486.89,10.0,4.0,180.0
F0366,DFW,DFW_G9,8.0,0,1,13,4,653.8066666666667,68.27999999999999,1.16,107.14,346.62000000000006,10.700000000000001,19.7,43.29999999999999,85.1,E,0.0,3,1145.54,3.0,2.0,120.0
F0367,ATL,ATL_G6,4.0,0,1,7,2,614.27,56.04,1.24,101.895,532.5666666666667,5.075,12.9,54.75,129.8,SE,0.5,4,2153.19,10.0,5.0,120.0
F0368,JFK,JFK_G4,49.0,1,0,2,2,532.3,41.94,2.545,104.78999999999999,406.6933333333333,10.475000000000001,24.6,45.120000000000005,86.4,E,0.0,5,1259.01,4.0,2.0,240.0
F0369,ORD,ORD_G6,29.0,0,0,20,5,555.61,90.78999999999999,2.315,100.87,576.65,-3.8666666666666667,7.9,92.35000000000001,147.8,NE,0.3333333333333333,3,461.4,4.0,2.0,60.0
F0370,DFW,DFW_G9,51.0,1,0,7,6,553.97,35.405,3.89,104.02,444.91,6.04,28.4,79.85999999999999,140.1,W,0.2,5,567.06,3.0,1.0,60.0
F0371,ATL,ATL_G3,39.0,1,0,19,4,573.3966666666666,36.57,1.895,96.53666666666668,425.65,-0.17499999999999938,27.3,93.8,133.4,N,0.0,6,1644.28,11.0,3.0,300.0
F0372,ATL,ATL_G1,35.0,1,0,9,2,620.81,62.343333333333334,3.5700000000000003,100.825,551.6833333333333,1.35,18.1,78.84,138.3,N,0.2,5,2692.79,10.0,4.0,60.0
F0373,LAX,LAX_G2,42.0,1,0,6,0,,95.49,2.6533333333333333,102.275,429.31,2.2750000000000004,9.3,63.7,144.5,E,0.0,5,1101.04,7.0,3.0,120.0
F0374,LAX,LAX_G9,31.0,1,0,2,2,658.42,44.21,4.03,105.14,480.2,5.8,28.1,38.43333333333333,51.9,SE,0.0,4,3091.7799999999997,9.0,5.0,60.0
F0375,ATL,ATL_G3,10.0,0,1,22,0,579.1366666666667,39.830000000000005,2.35,102.88,430.41,-1.7199999999999995,17.3,57.925,119.0,E,0.4,5,1756.07,10.0,5.0,120.0
F0376,ATL,ATL_G2,40.0,1,0,18,4,651.46,50.24,2.3733333333333335,99.45,445.34000000000003,6.839999999999999,27.9,68.375,121.1,SE,0.2,5,2074.04,9.0,5.0,300.0
F0377,ATL,ATL_G1,15.0,0,1,1,6,597.745,92.05,3.23,92.79499999999999,528.615,17.2,29.3,73.45,96.8,NW,0.0,4,3221.23,11.0,5.0,300.0
F0378,ATL,ATL_G6,43.0,1,0,14,5,612.3000000000001,75.12,1.86,95.84,400.54499999999996,11.975000000000001,22.5,65.95,120.0,W,0.4,5,0.0,0.0,0.0,240.0
F0379,DFW,DFW_G5,52.0,1,0,11,1,605.93,58.62,1.4933333333333332,90.63,426.7966666666666,0.5249999999999999,9.2,67.475,145.8,N,0.0,4,0.0,0.0,0.0,240.0
F0380,JFK,JFK_G6,22.0,0,0,15,5,634.5550000000001,53.09,2.01,94.46,452.92,1.7200000000000002,28.1,68.13333333333334,125.9,NW,0.16666666666666666,6,3182.94,14.0,5.0,180.0
F0381,JFK,JFK_G9,53.0,1,0,11,4,572.665,34.38,2.085,103.81333333333333,474.895,12.466666666666667,25.3,22.5,34.3,N,0.3333333333333333,3,0.0,0.0,0.0,180.0
F0382,ATL,ATL_G9,7.0,0,1,13,1,517.88,47.620000000000005,1.9166666666666667,94.41,423.52,6.8,22.9,18.25,38.7,NW,0.0,4,3165.83,14.0,5.0,240.0
F0384,DFW,DFW_G5,40.0,1,0,6,0,552.12,66.64666666666666,3.03,103.82499999999999,526.76,1.6750000000000007,24.6,88.225,147.5,SW,0.5,4,1794.36,11.0,4.0,240.0
F0385,ATL,ATL_G4,55.0,1,0,17,4,615.095,41.19,3.63,99.03,424.6366666666667,7.340000000000001,29.0,61.519999999999996,119.1,E,0.4,5,621.09,2.0,1.0,180.0
F0386,DFW,DFW_G9,31.0,1,0,6,1,639.64,91.39,2.475,103.14,445.22,18.433333333333334,28.0,71.39999999999999,125.5,N,1.0,3,721.77,4.0,2.0,120.0
F0387,ATL,ATL_G3,25.0,0,0,7,4,588.83,67.22,0.69,97.36,463.58500000000004,-6.159999999999999,17.0,63.26666666666667,134.2,SW,0.3333333333333333,6,2504.6800000000003,10.0,5.0,240.0
F0388,LAX,LAX_G4,36.0,1,0,22,1,526.79,73.83333333333333,1.935,104.21,467.52,8.1,25.5,72.63333333333334,126.5,NW,0.0,3,2301.66,17.0,5.0,120.0
F0389,ORD,ORD_G4,15.0,0,1,12,3,608.43,95.67,3.8866666666666667,108.71,422.75,10.616666666666667,25.3,58.6,126.1,SE,0.16666666666666666,6,383.2,1.0,1.0,60.0
F0390,JFK,JFK_G1,22.0,0,0,7,5,657.915,68.05333333333334,3.47,93.00999999999999,,1.86,15.3,49.32,138.4,N,0.2,5,1613.45,7.0,3.0,120.0
F0393,LAX,LAX_G6,36.0,1,0,9,3,536.57,28.71,3.27,100.58,444.0,-0.17500000000000004,13.7,116.55,143.5,S,0.0,4,1863.8,7.0,4.0,180.0
F0394,ORD,ORD_G2,3.0,0,1,22,6,628.1600000000001,82.85000000000001,1.2,105.38499999999999,396.45,0.5499999999999998,19.4,71.125,110.2,E,0.25,4,1453.6,9.0,3.0,300.0
F0395,LAX,LAX_G8,39.0,1,0,0,0,506.97,37.67,2.29,102.10666666666667,485.74666666666667,8.233333333333333,29.2,100.53333333333332,145.7,N,0.0,3,1388.1299999999999,8.0,3.0,120.0
F0396,LAX,LAX_G7,33.0,1,0,13,2,584.3933333333333,51.305,3.526666666666667,95.215,438.74,12.333333333333334,16.7,68.23333333333333,123.6,S,0.0,6,1995.74,7.0,4.0,300.0
F0397,ATL,ATL_G10,32.0,1,0,4,2,564.8266666666667,59.279999999999994,3.23,91.61,301.54,-4.6499999999999995,0.4,134.13333333333333,146.9,NE,0.0,4,1709.8799999999999,12.0,4.0,300.0
F0398,LAX,LAX_G3,22.0,0,0,6,2,575.09,52.435,2.22,106.06,366.14,-0.2833333333333332,14.4,107.39999999999999,139.6,NW,0.3333333333333333,6,1091.95,5.0,2.0,240.0
F0399,LAX,LAX_G2,51.0,1,0,6,0,588.6800000000001,54.004999999999995,2.74,97.13499999999999,472.765,-13.0,-3.1,60.43333333333333,88.1,S,0.3333333333333333,3,3604.4500000000003,9.0,5.0,180.0
F0400,DFW,DFW_G2,40.0,1,0,16,5,606.94,45.0,3.65,93.465,407.49,9.766666666666667,24.8,131.3,147.2,N,0.3333333333333333,6,1197.78,7.0,3.0,180.0
F0401,ORD,ORD_G6,29.0,0,0,12,5,558.25,60.71,1.44,105.0,484.53,8.5,25.6,18.45,51.6,NW,0.2,5,255.06,2.0,1.0,300.0
F0402,JFK,JFK_G8,33.0,1,0,23,3,618.085,72.93,3.89,97.69,550.09,5.799999999999999,23.4,107.66,141.2,E,0.4,5,0.0,0.0,0.0,300.0
F0403,ATL,ATL_G9,60.0,1,0,8,0,632.04,61.43,0.94,100.19333333333333,599.43,7.966666666666666,26.0,59.54,128.0,SE,0.0,6,2417.79,9.0,4.0,60.0
F0404,ATL,ATL_G10,40.0,1,0,13,0,533.88,53.91,3.01,93.17,394.5566666666667,15.0,27.3,94.7,103.3,N,0.0,3,0.0,0.0,0.0,180.0
F0405,LAX,LAX_G1,8.0,0,1,9,5,526.87,21.93,2.866666666666667,105.86,539.2633333333333,6.566666666666666,26.0,62.11666666666667,115.0,SE,0.16666666666666666,6,0.0,0.0,0.0,300.0
F0406,JFK,JFK_G10,12.0,0,1,14,0,594.24,60.489999999999995,2.9333333333333336,98.57,410.7733333333333,8.239999999999998,28.9,77.39999999999999,107.5,SW,0.16666666666666666,6,0.0,0.0,0.0,180.0
F0407,ATL,ATL_G8,14.0,0,1,1,6,599.82,48.2,0.82,99.25,373.04,5.92,20.9,98.825,141.9,NE,0.2,5,687.78,7.0,2.0,240.0
F0408,LAX,LAX_G3,7.0,0,1,6,4,617.47,68.03,4.6899999999999995,91.72,414.78999999999996,5.5600000000000005,23.3,49.32,94.7,E,0.0,5,1077.53,12.0,4.0,180.0
F0409,ATL,ATL_G8,15.0,0,1,1,5,598.85,74.945,4.53,102.14,405.04,6.566666666666667,29.2,79.14999999999999,136.4,N,0.0,6,0.0,0.0,0.0,240.0
F0410,ORD,ORD_G4,24.0,0,0,0,2,544.57,68.11,3.13,95.0,368.75,3.0199999999999996,27.7,54.260000000000005,112.9,N,0.4,5,2124.06,3.0,3.0,180.0
F0411,JFK,JFK_G4,56.0,1,0,3,1,578.14,43.65,1.3833333333333335,98.47,383.405,-8.15,-0.0,94.175,145.6,N,0.25,4,0.0,0.0,0.0,60.0
F0412,LAX,LAX_G7,39.0,1,0,14,4,616.9,65.975,1.81,106.875,521.11,7.600000000000001,19.2,52.43333333333334,120.2,NE,0.16666666666666666,6,2057.83,13.0,5.0,240.0
F0413,JFK,JFK_G6,52.0,1,0,12,1,655.055,63.096666666666664,1.33,91.27,301.86,6.3999999999999995,20.5,71.60000000000001,140.8,NE,0.25,4,1994.73,13.0,4.0,240.0
F0414,DFW,DFW_G7,16.0,0,0,18,0,645.9533333333334,48.69,3.1,98.155,470.815,14.45,26.6,99.775,122.0,N,0.25,4,2762.75,10.0,5.0,60.0
F0415,LAX,LAX_G4,5.0,0,1,6,5,580.19,27.845,1.03,98.155,453.7966666666667,16.85,29.5,94.425,135.6,NW,0.0,4,2475.46,14.0,5.0,60.0
F0416,DFW,DFW_G3,40.0,1,0,5,3,597.2433333333333,37.56,3.09,98.56,452.14,8.0,27.7,103.94999999999999,128.6,S,0.0,3,2121.91,9.0,4.0,60.0
F0417,DFW,DFW_G8,9.0,0,1,7,1,575.42,53.68000000000001,2.415,109.99,345.18,11.379999999999999,24.0,46.26666666666667,130.4,W,0.16666666666666666,6,2256.94,9.0,4.0,60.0
F0418,LAX,LAX_G9,56.0,1,0,9,3,606.77,60.61,0.79,101.32,361.17,-4.75,18.2,58.839999999999996,124.4,E,0.16666666666666666,6,0.0,0.0,0.0,120.0
F0420,LAX,LAX_G5,22.0,0,0,15,1,580.355,58.035,3.32,99.31,549.75,6.45,29.9,85.14999999999999,141.6,NE,0.5,6,0.0,0.0,0.0,120.0
F0421,ORD,ORD_G4,44.0,1,0,3,3,671.34,59.3,3.96,97.42,388.57666666666665,10.633333333333335,22.8,122.66666666666667,135.7,S,0.0,3,1599.95,3.0,2.0,60.0
F0422,LAX,LAX_G5,0.0,0,1,19,6,608.3900000000001,74.62666666666667,3.1300000000000003,98.38,438.8,20.125,28.9,75.0,82.1,N,0.0,4,2323.16,8.0,3.0,120.0
F0423,ATL,ATL_G4,19.0,0,0,6,2,659.505,53.47333333333333,3.745,101.02333333333333,555.7950000000001,-0.4000000000000002,13.6,92.42,143.8,W,0.3333333333333333,6,0.0,0.0,0.0,240.0
F0424,ATL,ATL_G2,21.0,0,0,11,6,602.0,48.32,1.53,96.69,417.74,7.38,20.4,90.82,132.6,N,0.0,5,765.79,2.0,2.0,180.0
F0425,LAX,LAX_G6,22.0,0,0,13,3,608.89,64.62,4.08,99.66999999999999,551.48,7.966666666666666,27.1,52.449999999999996,98.9,S,0.0,6,2048.33,7.0,4.0,180.0
F0426,ORD,ORD_G7,44.0,1,0,6,5,602.33,66.045,3.64,104.49000000000001,395.19,0.2666666666666657,25.9,100.19999999999999,120.3,N,0.0,3,1382.37,6.0,2.0,240.0
F0428,ATL,ATL_G3,46.0,1,0,21,2,640.5666666666667,79.67,2.7166666666666663,99.85,420.74,11.8,27.5,83.56,139.8,E,0.0,5,2225.5,11.0,5.0,120.0
F0429,ATL,ATL_G9,9.0,0,1,21,0,668.5,69.03333333333333,2.285,103.52,512.0566666666666,-1.5599999999999996,23.8,43.58,134.2,SE,0.2,5,3359.53,15.0,5.0,300.0
F0430,JFK,JFK_G6,55.0,1,0,10,3,578.0033333333334,70.345,2.23,98.185,452.62,-0.9833333333333325,27.8,53.36666666666667,94.0,SE,0.16666666666666666,6,620.63,4.0,1.0,300.0
F0431,JFK,JFK_G1,47.0,1,0,12,6,671.435,64.22,3.2199999999999998,98.04,437.315,13.85,29.0,88.575,124.4,N,0.5,4,2168.81,11.0,4.0,240.0
F0432,DFW,DFW_G7,14.0,0,1,23,6,645.93,61.26,3.54,95.17,477.395,0.10000000000000071,22.1,52.48,103.1,N,0.0,5,2799.77,10.0,5.0,240.0
F0433,ORD,ORD_G2,40.0,1,0,6,3,568.0366666666667,65.08666666666666,3.435,103.28666666666668,358.2,-9.6,0.7,24.2,32.3,N,0.0,3,562.82,1.0,1.0,180.0
F0434,ORD,ORD_G9,21.0,0,0,15,0,551.9533333333334,60.65,2.39,102.405,329.91,2.116666666666667,24.1,72.68333333333334,138.6,W,0.5,6,1443.32,9.0,4.0,60.0
F0436,JFK,JFK_G7,13.0,0,1,9,3,699.24,31.14,2.29,98.33,548.28,6.7,26.3,107.825,121.9,NE,0.6,5,0.0,0.0,0.0,120.0
F0437,ORD,ORD_G10,30.0,0,0,23,1,630.1866666666666,27.86,2.7266666666666666,96.475,414.21,5.86,26.8,79.82000000000001,135.3,S,0.3333333333333333,6,0.0,0.0,0.0,60.0
F0438,LAX,LAX_G3,58.0,1,0,20,6,678.34,57.63,3.0300000000000002,98.685,365.93,2.0333333333333337,24.0,76.35,140.7,NE,0.0,3,1533.9,7.0,3.0,240.0
F0439,LAX,LAX_G1,36.0,1,0,4,6,531.42,75.875,3.15,105.01,354.6,8.72,29.3,86.58,121.3,N,0.4,5,3301.4300000000003,14.0,5.0,300.0
F0440,ORD,ORD_G1,11.0,0,1,10,5,610.475,56.85666666666666,1.26,98.89999999999999,487.82,-6.04,8.4,79.5,149.8,NW,0.4,5,1370.65,4.0,2.0,300.0
F0441,ATL,ATL_G4,12.0,0,1,7,6,633.61,58.595,2.74,105.08,454.38,1.0999999999999996,14.6,106.83333333333333,131.6,SE,0.0,3,2508.1,20.0,5.0,240.0
F0442,LAX,LAX_G4,28.0,0,0,7,0,667.83,70.38,2.7266666666666666,94.05,403.29499999999996,3.4999999999999996,26.9,71.55,119.7,NE,0.25,4,295.75,6.0,2.0,300.0
F0443,ORD,ORD_G9,48.0,1,0,6,6,519.99,26.244999999999997,,100.375,590.43,16.2,24.0,92.65,128.9,NE,0.0,4,0.0,0.0,0.0,240.0
F0444,ATL,ATL_G7,47.0,1,0,7,1,631.16,60.27333333333333,1.4500000000000002,98.88,465.27666666666664,3.9,18.2,58.7,108.7,N,0.0,4,362.76,1.0,1.0,120.0
F0446,DFW,DFW_G4,45.0,1,0,18,4,630.1600000000001,66.01666666666667,1.9766666666666666,107.41,456.37,14.775,25.1,46.675,75.3,E,0.5,4,913.99,7.0,2.0,120.0
F0447,JFK,JFK_G10,17.0,0,0,6,1,664.16,72.0,1.45,93.675,423.78,7.159999999999999,20.9,56.64,90.4,NW,0.2,5,0.0,0.0,0.0,240.0
