sensor_id,flight_id,sensor_type,sensor_value,event_time
AI1938,F0574,Air Pressure,103.01,2023-01-03 09:56:52
AI4274,F0574,Airspeed,336.87,2023-01-03 10:36:38
EN3969,F0575,Engine Temperature,556.33,2023-04-23 13:39:12
EN6020,F0575,Engine Temperature,698.14,2023-04-23 14:57:30
EN4261,F0575,Engine Temperature,541.98,2023-04-23 14:22:25
FU1071,F0575,Fuel Level,96.87,2023-04-23 13:43:08
FU2908,F0575,Fuel Level,28.77,2023-04-23 13:38:03
VI7630,F0575,Vibration,,2023-04-23 14:07:46
VI1246,F0575,Vibration,3.44,2023-04-23 14:32:22
VI3323,F0575,Vibration,0.03,2023-04-23 13:24:20
AI5961,F0575,Air Pressure,98.85,2023-04-23 14:31:26
AI7960,F0575,Air Pressure,93.39,2023-04-23 13:58:13
AI8843,F0575,Airspeed,389.8,2023-04-23 13:33:03
AI8175,F0575,Airspeed,509.17,2023-04-23 14:34:05
AI9468,F0575,Airspeed,588.54,2023-04-23 13:33:37
EN7213,F0576,Engine Temperature,599.98,2023-04-09 08:34:31
EN5015,F0576,Engine Temperature,612.5,2023-04-09 08:00:47
FU3154,F0576,Fuel Level,62.67,2023-04-09 08:05:21
FU8087,F0576,Fuel Level,38.33,2023-04-09 08:07:50
FU1056,F0576,Fuel Level,25.75,2023-04-09 08:27:31
VI6746,F0576,Vibration,4.1,2023-04-09 07:34:13
VI7030,F0576,Vibration,1.94,2023-04-09 08:07:26
VI9592,F0576,Vibration,2.02,2023-04-09 07:16:09
AI2406,F0576,Air Pressure,97.75,2023-04-09 08:15:43
AI4721,F0576,Airspeed,445.2,2023-04-09 05:54:54
EN5013,F0577,Engine Temperature,662.96,2023-07-22 03:15:42
EN5195,F0577,Engine Temperature,600.74,2023-07-22 02:38:21
EN9017,F0577,Engine Temperature,597.03,2023-07-22 04:33:44
FU5170,F0577,Fuel Level,98.1,2023-07-22 02:21:41
FU6193,F0577,Fuel Level,53.34,2023-07-22 03:38:39
VI2684,F0577,Vibration,2.43,2023-07-22 05:50:03
AI3263,F0577,Air Pressure,98.57,2023-07-22 05:37:09
AI9487,F0577,Airspeed,545.04,2023-07-22 05:31:24
AI3929,F0577,Airspeed,418.61,2023-07-22 05:41:23
AI6158,F0577,Airspeed,550.72,2023-07-22 02:22:53
EN1588,F0578,Engine Temperature,562.44,2023-08-17 09:06:35
EN2329,F0578,Engine Temperature,675.84,2023-08-17 09:23:05
EN5235,F0578,Engine Temperature,551.73,2023-08-17 08:06:20
FU1820,F0578,Fuel Level,46.93,2023-08-17 09:40:05
VI2434,F0578,Vibration,3.35,2023-08-17 08:06:19
AI6061,F0578,Air Pressure,103.79,2023-08-17 09:35:13
AI1694,F0578,Airspeed,397.02,2023-08-17 06:51:00
AI9350,F0578,Airspeed,335.88,2023-08-17 09:36:46
EN7450,F0579,Engine Temperature,571.68,2023-03-12 17:46:01
FU4171,F0579,Fuel Level,23.39,2023-03-12 17:50:25
FU1275,F0579,Fuel Level,62.3,2023-03-12 17:35:13
FU1218,F0579,Fuel Level,76.42,2023-03-12 16:43:16
VI6024,F0579,Vibration,1.0,2023-03-12 18:05:41
VI6841,F0579,Vibration,4.94,2023-03-12 16:36:56
AI1670,F0579,Air Pressure,95.25,2023-03-12 16:54:34
AI3197,F0579,Air Pressure,104.63,2023-03-12 17:02:55
AI3601,F0579,Air Pressure,101.31,2023-03-12 17:11:04
AI4530,F0579,Airspeed,503.44,2023-03-12 18:09:18
EN7424,F0580,Engine Temperature,652.01,2023-08-25 22:02:18
EN1476,F0580,Engine Temperature,644.61,2023-08-25 22:06:35
FU9213,F0580,Fuel Level,64.32,2023-08-25 21:46:47
VI5826,F0580,Vibration,2.18,2023-08-25 22:10:45
VI1432,F0580,Vibration,0.79,2023-08-25 22:17:47
VI1848,F0580,Vibration,,2023-08-25 21:37:22
AI7697,F0580,Air Pressure,93.74,2023-08-25 22:22:35
AI4892,F0580,Air Pressure,98.5,2023-08-25 21:48:27
AI6141,F0580,Airspeed,498.71,2023-08-25 22:00:42
AI9948,F0580,Airspeed,404.95,2023-08-25 22:19:19
AI7525,F0580,Airspeed,322.42,2023-08-25 21:51:19
EN2738,F0581,Engine Temperature,580.97,2023-08-30 05:42:16
EN5242,F0581,Engine Temperature,675.79,2023-08-30 04:59:36
EN5015,F0581,Engine Temperature,512.86,2023-08-30 06:38:03
FU2938,F0581,Fuel Level,98.53,2023-08-30 06:23:07
VI2196,F0581,Vibration,1.18,2023-08-30 06:07:41
VI2999,F0581,Vibration,0.83,2023-08-30 05:29:01
VI3085,F0581,Vibration,1.84,2023-08-30 06:27:53
AI7614,F0581,Air Pressure,98.97,2023-08-30 05:03:50
AI1562,F0581,Air Pressure,102.6,2023-08-30 06:03:43
AI9533,F0581,Air Pressure,98.83,2023-08-30 05:58:16
AI9912,F0581,Airspeed,389.64,2023-08-30 05:34:34
AI2111,F0581,Airspeed,494.84,2023-08-30 07:03:01
AI9675,F0581,Airspeed,379.65,2023-08-30 06:06:11
EN9299,F0582,Engine Temperature,566.52,2023-03-30 02:38:50
FU8491,F0582,Fuel Level,59.76,2023-03-30 00:04:26
FU6103,F0582,Fuel Level,90.97,2023-03-29 23:37:36
FU9025,F0582,Fuel Level,85.16,2023-03-30 01:05:44
VI8784,F0582,Vibration,4.58,2023-03-30 01:56:57
AI3736,F0582,Air Pressure,91.89,2023-03-30 01:32:15
AI2720,F0582,Air Pressure,106.47,2023-03-30 02:24:28
AI4798,F0582,Airspeed,370.54,2023-03-29 23:40:59
EN9890,F0583,Engine Temperature,616.07,2023-08-06 10:42:33
EN6282,F0583,Engine Temperature,660.96,2023-08-06 12:42:34
EN4160,F0583,Engine Temperature,578.63,2023-08-06 11:07:24
FU7011,F0583,Fuel Level,59.36,2023-08-06 10:38:37
FU2191,F0583,Fuel Level,87.16,2023-08-06 10:58:28
VI6286,F0583,Vibration,3.65,2023-08-06 10:37:14
AI6787,F0583,Air Pressure,98.46,2023-08-06 12:23:33
AI5001,F0583,Air Pressure,95.2,2023-08-06 12:35:48
AI6963,F0583,Airspeed,376.76,2023-08-06 12:06:01
AI5890,F0583,Airspeed,432.98,2023-08-06 11:04:35
EN4997,F0584,Engine Temperature,581.03,2023-12-10 22:17:00
EN6911,F0584,Engine Temperature,632.85,2023-12-11 01:27:46
FU3298,F0584,Fuel Level,53.6,2023-12-10 22:45:07
FU1324,F0584,Fuel Level,54.75,2023-12-10 23:02:26
VI9044,F0584,Vibration,2.44,2023-12-10 23:58:53
VI3779,F0584,Vibration,2.17,2023-12-10 20:49:39
AI1372,F0584,Air Pressure,92.12,2023-12-10 22:31:59
AI5577,F0584,Air Pressure,107.8,2023-12-11 01:24:44
AI6211,F0584,Airspeed,334.96,2023-12-10 23:11:03
AI7560,F0584,Airspeed,,2023-12-10 23:09:40
AI2059,F0584,Airspeed,433.84,2023-12-11 01:07:04
EN6804,F0585,Engine Temperature,603.87,2023-01-03 20:44:40
EN1128,F0585,Engine Temperature,687.68,2023-01-03 20:46:20
EN6166,F0585,Engine Temperature,,2023-01-03 20:39:59
FU1260,F0585,Fuel Level,40.92,2023-01-03 21:04:55
FU8343,F0585,Fuel Level,92.8,2023-01-03 20:52:30
FU4321,F0585,Fuel Level,49.8,2023-01-03 20:48:35
VI5934,F0585,Vibration,2.56,2023-01-03 21:29:50
VI4774,F0585,Vibration,3.32,2023-01-03 21:26:09
VI5181,F0585,Vibration,,2023-01-03 21:27:57
AI4551,F0585,Air Pressure,91.51,2023-01-03 20:49:56
AI8823,F0585,Air Pressure,108.72,2023-01-03 21:09:45
AI1696,F0585,Airspeed,310.17,2023-01-03 20:50:00
AI2724,F0585,Airspeed,441.34,2023-01-03 21:13:39
EN8860,F0586,Engine Temperature,624.01,2023-02-13 20:43:48
FU8903,F0586,Fuel Level,75.94,2023-02-13 21:28:03
FU2940,F0586,Fuel Level,,2023-02-13 22:31:22
FU9019,F0586,Fuel Level,81.38,2023-02-13 20:40:13
VI9142,F0586,Vibration,4.99,2023-02-13 20:07:21
AI6211,F0586,Air Pressure,91.23,2023-02-13 19:53:35
AI8456,F0586,Airspeed,518.52,2023-02-13 20:03:16
AI4235,F0586,Airspeed,419.25,2023-02-13 19:50:20
EN6630,F0587,Engine Temperature,502.24,2023-01-28 18:03:12
FU6161,F0587,Fuel Level,99.41,2023-01-28 19:45:15
VI4545,F0587,Vibration,0.45,2023-01-28 19:06:05
VI1876,F0587,Vibration,2.53,2023-01-28 17:48:16
VI9578,F0587,Vibration,1.74,2023-01-28 19:13:11
AI4813,F0587,Air Pressure,108.45,2023-01-28 18:51:11
AI6747,F0587,Airspeed,437.55,2023-01-28 18:03:02
AI7194,F0587,Airspeed,437.83,2023-01-28 17:54:26
AI1529,F0587,Airspeed,354.17,2023-01-28 17:21:44
EN3344,F0588,Engine Temperature,683.59,2023-07-01 05:32:01
FU6104,F0588,Fuel Level,53.64,2023-07-01 08:48:39
FU6288,F0588,Fuel Level,78.74,2023-07-01 06:26:15
FU8704,F0588,Fuel Level,44.64,2023-07-01 07:54:57
VI3172,F0588,Vibration,2.27,2023-07-01 08:42:01
AI5713,F0588,Air Pressure,91.17,2023-07-01 06:57:47
AI2554,F0588,Air Pressure,91.83,2023-07-01 05:16:07
AI5441,F0588,Airspeed,344.43,2023-07-01 08:58:30
AI5287,F0588,Airspeed,513.62,2023-07-01 05:12:01
EN9122,F0589,Engine Temperature,683.4,2023-03-23 19:54:11
EN4764,F0589,Engine Temperature,501.22,2023-03-23 20:49:14
EN4589,F0589,Engine Temperature,583.84,2023-03-23 20:56:02
FU9708,F0589,Fuel Level,48.95,2023-03-23 19:04:43
FU1789,F0589,Fuel Level,27.58,2023-03-23 20:36:26
VI9120,F0589,Vibration,3.81,2023-03-23 20:42:30
VI2348,F0589,Vibration,0.52,2023-03-23 19:47:22
AI8500,F0589,Air Pressure,90.35,2023-03-23 20:10:55
AI8902,F0589,Airspeed,592.71,2023-03-23 18:29:42
AI2502,F0589,Airspeed,544.09,2023-03-23 19:28:20
EN4996,F0590,Engine Temperature,635.86,2023-05-02 01:18:13
FU6157,F0590,Fuel Level,38.46,2023-05-02 00:10:30
FU7591,F0590,Fuel Level,87.03,2023-05-02 01:56:30
VI9609,F0590,Vibration,0.62,2023-05-02 02:16:05
AI1267,F0590,Air Pressure,93.66,2023-05-02 02:00:00
AI5487,F0590,Airspeed,469.84,2023-05-02 00:43:55
AI2258,F0590,Airspeed,388.17,2023-05-02 01:29:54
AI6400,F0590,Airspeed,410.63,2023-05-02 01:17:01
EN2170,F0591,Engine Temperature,662.02,2023-04-06 00:01:07
EN5039,F0591,Engine Temperature,658.67,2023-04-05 23:02:32
EN4356,F0591,Engine Temperature,561.3,2023-04-06 00:42:42
FU4321,F0591,Fuel Level,52.75,2023-04-05 23:27:41
VI2469,F0591,Vibration,2.65,2023-04-05 23:42:14
AI6846,F0591,Air Pressure,102.39,2023-04-06 00:36:02
AI3995,F0591,Air Pressure,99.03,2023-04-05 22:48:28
AI7558,F0591,Airspeed,369.14,2023-04-05 23:56:15
AI1515,F0591,Airspeed,400.84,2023-04-05 22:38:30
AI4200,F0591,Airspeed,542.22,2023-04-05 22:20:11
EN2489,F0592,Engine Temperature,520.62,2023-10-27 14:28:55
EN9780,F0592,Engine Temperature,502.81,2023-10-27 13:46:41
FU1969,F0592,Fuel Level,57.78,2023-10-27 14:08:29
FU1990,F0592,Fuel Level,,2023-10-27 13:49:45
FU4809,F0592,Fuel Level,60.78,2023-10-27 14:35:36
VI1072,F0592,Vibration,0.05,2023-10-27 13:43:03
AI4165,F0592,Air Pressure,93.35,2023-10-27 14:23:52
AI6940,F0592,Air Pressure,107.61,2023-10-27 14:04:00
AI9350,F0592,Airspeed,406.7,2023-10-27 13:58:58
AI8496,F0592,Airspeed,434.8,2023-10-27 14:03:01
AI1983,F0592,Airspeed,330.75,2023-10-27 13:42:44
EN5840,F0593,Engine Temperature,559.08,2023-07-27 20:52:07
EN6984,F0593,Engine Temperature,512.98,2023-07-27 23:35:03
FU2043,F0593,Fuel Level,55.41,2023-07-27 22:10:33
VI7437,F0593,Vibration,4.53,2023-07-27 20:16:58
AI8139,F0593,Air Pressure,94.71,2023-07-27 19:34:44
AI8154,F0593,Air Pressure,98.9,2023-07-27 20:38:48
AI8662,F0593,Airspeed,333.19,2023-07-27 19:50:24
AI3846,F0593,Airspeed,449.43,2023-07-27 19:38:42
EN7219,F0594,Engine Temperature,659.63,2023-08-11 09:02:15
FU2858,F0594,Fuel Level,38.98,2023-08-11 07:21:19
FU8179,F0594,Fuel Level,93.2,2023-08-11 08:34:09
VI3600,F0594,Vibration,2.17,2023-08-11 07:35:40
AI2255,F0594,Air Pressure,105.81,2023-08-11 09:18:52
AI7545,F0594,Air Pressure,90.47,2023-08-11 08:11:48
AI8532,F0594,Airspeed,331.95,2023-08-11 10:34:34
AI6837,F0594,Airspeed,375.69,2023-08-11 11:00:27
AI2235,F0594,Airspeed,567.67,2023-08-11 09:04:32
EN7579,F0595,Engine Temperature,672.36,2023-10-27 09:38:01
EN3458,F0595,Engine Temperature,665.78,2023-10-27 09:36:41
FU8246,F0595,Fuel Level,61.59,2023-10-27 09:30:52
FU6817,F0595,Fuel Level,91.42,2023-10-27 09:34:23
VI4155,F0595,Vibration,3.85,2023-10-27 09:38:18
VI4932,F0595,Vibration,2.47,2023-10-27 10:01:46
AI5337,F0595,Air Pressure,,2023-10-27 09:41:34
AI6461,F0595,Airspeed,336.58,2023-10-27 09:52:13
AI9977,F0595,Airspeed,366.55,2023-10-27 09:30:27
AI2779,F0595,Airspeed,381.84,2023-10-27 10:01:08
EN6408,F0596,Engine Temperature,687.83,2023-03-16 05:11:14
EN5386,F0596,Engine Temperature,542.61,2023-03-16 03:39:27
EN3743,F0596,Engine Temperature,552.32,2023-03-16 05:11:06
FU1566,F0596,Fuel Level,,2023-03-16 04:58:17
VI4606,F0596,Vibration,4.35,2023-03-16 04:33:28
VI7388,F0596,Vibration,4.38,2023-03-16 04:40:44
AI8064,F0596,Air Pressure,100.82,2023-03-16 03:40:31
AI7814,F0596,Airspeed,534.55,2023-03-16 04:02:56
AI1090,F0596,Airspeed,567.9,2023-03-16 02:38:13
AI2884,F0596,Airspeed,419.74,2023-03-16 05:03:35
EN2855,F0597,Engine Temperature,633.03,2023-08-02 02:14:17
EN4589,F0597,Engine Temperature,655.44,2023-08-02 04:42:46
EN4374,F0597,Engine Temperature,568.71,2023-08-02 06:17:35
FU3789,F0597,Fuel Level,82.89,2023-08-02 01:48:00
VI7773,F0597,Vibration,2.95,2023-08-02 02:46:08
VI7951,F0597,Vibration,2.98,2023-08-02 04:33:45
AI9594,F0597,Air Pressure,108.17,2023-08-02 02:58:08
AI7088,F0597,Airspeed,499.77,2023-08-02 02:42:47
EN2962,F0598,Engine Temperature,571.29,2023-05-24 04:55:33
EN8362,F0598,Engine Temperature,679.81,2023-05-24 05:26:46
EN1081,F0598,Engine Temperature,667.18,2023-05-24 06:15:04
FU3841,F0598,Fuel Level,35.53,2023-05-24 06:14:40
FU7299,F0598,Fuel Level,87.13,2023-05-24 05:03:23
FU4386,F0598,Fuel Level,48.32,2023-05-24 04:48:53
VI7869,F0598,Vibration,3.76,2023-05-24 05:24:18
AI9033,F0598,Air Pressure,101.6,2023-05-24 05:49:34
AI5494,F0598,Airspeed,595.18,2023-05-24 06:04:49
EN3379,F0599,Engine Temperature,591.79,2023-05-09 02:09:58
FU3366,F0599,Fuel Level,54.42,2023-05-09 02:11:57
VI7910,F0599,Vibration,4.0,2023-05-09 02:06:04
VI3092,F0599,Vibration,1.57,2023-05-09 02:35:38
VI2496,F0599,Vibration,1.32,2023-05-09 02:46:32
AI2311,F0599,Air Pressure,101.12,2023-05-09 02:34:42
AI6457,F0599,Air Pressure,108.23,2023-05-09 02:57:05
AI1907,F0599,Airspeed,473.14,2023-05-09 02:17:41
EN4267,F0600,Engine Temperature,574.29,2023-12-22 01:16:53
EN9603,F0600,Engine Temperature,555.94,2023-12-22 03:43:07
FU9150,F0600,Fuel Level,90.31,2023-12-22 02:39:43
FU1028,F0600,Fuel Level,,2023-12-22 03:03:41
VI1049,F0600,Vibration,2.02,2023-12-22 01:16:23
AI2496,F0600,Air Pressure,92.46,2023-12-22 03:24:57
AI5401,F0600,Air Pressure,94.37,2023-12-22 01:45:23
AI4743,F0600,Airspeed,587.38,2023-12-22 01:29:42
AI9721,F0600,Airspeed,567.34,2023-12-22 01:03:36
AI2062,F0600,Airspeed,575.37,2023-12-22 01:27:40
EN5799,F0601,Engine Temperature,666.73,2023-06-02 23:45:11
FU1853,F0601,Fuel Level,57.3,2023-06-02 22:55:40
FU7325,F0601,Fuel Level,31.05,2023-06-02 23:06:16
VI2766,F0601,Vibration,4.22,2023-06-02 23:07:00
VI1213,F0601,Vibration,2.38,2023-06-02 23:05:22
VI5921,F0601,Vibration,3.0,2023-06-02 23:14:22
AI9117,F0601,Air Pressure,107.22,2023-06-02 23:11:02
AI2320,F0601,Air Pressure,104.63,2023-06-02 22:53:59
AI7466,F0601,Air Pressure,91.29,2023-06-02 23:04:11
AI1291,F0601,Airspeed,538.82,2023-06-02 23:18:01
EN9886,F0602,Engine Temperature,537.51,2023-07-05 21:27:16
EN8222,F0602,Engine Temperature,547.14,2023-07-05 20:11:36
EN7831,F0602,Engine Temperature,594.87,2023-07-05 20:37:56
FU5615,F0602,Fuel Level,42.07,2023-07-05 20:23:50
VI7106,F0602,Vibration,4.62,2023-07-05 20:50:11
AI6827,F0602,Air Pressure,103.96,2023-07-05 20:06:59
AI6232,F0602,Airspeed,460.04,2023-07-05 20:41:23
AI8335,F0602,Airspeed,493.53,2023-07-05 20:48:54
EN8919,F0603,Engine Temperature,634.44,2023-06-16 13:31:45
FU3259,F0603,Fuel Level,90.62,2023-06-16 13:11:22
FU6557,F0603,Fuel Level,78.63,2023-06-16 13:53:16
VI5610,F0603,Vibration,1.87,2023-06-16 14:25:00
VI5629,F0603,Vibration,4.32,2023-06-16 14:10:16
VI5983,F0603,Vibration,2.9,2023-06-16 14:58:07
AI2998,F0603,Air Pressure,94.4,2023-06-16 13:42:18
AI6911,F0603,Air Pressure,107.63,2023-06-16 13:19:23
AI5295,F0603,Air Pressure,108.75,2023-06-16 15:25:53
AI4644,F0603,Airspeed,582.47,2023-06-16 14:34:43
AI7206,F0603,Airspeed,472.32,2023-06-16 13:39:57
EN7496,F0604,Engine Temperature,608.05,2023-03-02 06:37:19
EN5128,F0604,Engine Temperature,588.17,2023-03-02 06:03:09
FU8423,F0604,Fuel Level,44.75,2023-03-02 08:18:49
FU4528,F0604,Fuel Level,41.57,2023-03-02 07:13:11
FU5314,F0604,Fuel Level,66.24,2023-03-02 09:24:31
VI5258,F0604,Vibration,2.83,2023-03-02 08:27:47
VI9364,F0604,Vibration,3.5,2023-03-02 05:42:01
VI7736,F0604,Vibration,2.87,2023-03-02 10:17:18
AI7468,F0604,Air Pressure,102.1,2023-03-02 09:52:26
AI8219,F0604,Air Pressure,108.94,2023-03-02 09:11:42
AI2168,F0604,Airspeed,462.9,2023-03-02 08:23:26
EN5798,F0605,Engine Temperature,543.81,2023-04-19 03:26:04
EN3850,F0605,Engine Temperature,555.36,2023-04-19 04:25:23
FU4925,F0605,Fuel Level,40.35,2023-04-19 03:28:29
VI7353,F0605,Vibration,0.49,2023-04-19 04:24:32
AI4182,F0605,Air Pressure,102.42,2023-04-19 03:59:45
AI7023,F0605,Air Pressure,103.76,2023-04-19 04:27:29
AI3624,F0605,Airspeed,486.62,2023-04-19 03:24:11
EN6412,F0606,Engine Temperature,606.52,2023-07-27 13:10:02
FU9625,F0606,Fuel Level,59.35,2023-07-27 10:50:35
VI9406,F0606,Vibration,0.02,2023-07-27 11:33:30
VI9346,F0606,Vibration,3.15,2023-07-27 11:28:09
AI5086,F0606,Air Pressure,109.52,2023-07-27 11:20:41
AI9396,F0606,Air Pressure,103.25,2023-07-27 11:25:33
AI7724,F0606,Air Pressure,90.8,2023-07-27 11:14:52
AI8745,F0606,Airspeed,555.51,2023-07-27 11:14:44
AI3763,F0606,Airspeed,474.24,2023-07-27 12:19:49
EN9280,F0607,Engine Temperature,661.59,2023-01-15 22:31:45
FU9405,F0607,Fuel Level,53.82,2023-01-15 22:40:18
FU9259,F0607,Fuel Level,69.0,2023-01-15 22:34:20
VI6939,F0607,Vibration,2.15,2023-01-15 22:58:34
VI2317,F0607,Vibration,1.43,2023-01-15 23:07:36
AI4315,F0607,Air Pressure,102.19,2023-01-15 22:15:35
AI9377,F0607,Air Pressure,100.05,2023-01-15 22:32:15
AI7868,F0607,Air Pressure,95.77,2023-01-15 22:38:51
AI9035,F0607,Airspeed,333.16,2023-01-15 22:16:41
EN6223,F0608,Engine Temperature,684.88,2023-09-05 19:27:47
EN1970,F0608,Engine Temperature,622.5,2023-09-05 20:52:37
FU7128,F0608,Fuel Level,47.56,2023-09-05 17:16:07
FU7105,F0608,Fuel Level,68.66,2023-09-05 17:04:04
FU9486,F0608,Fuel Level,88.58,2023-09-05 18:56:24
VI8114,F0608,Vibration,4.34,2023-09-05 19:05:34
VI9229,F0608,Vibration,3.98,2023-09-05 20:49:07
VI8086,F0608,Vibration,3.13,2023-09-05 20:38:11
AI4500,F0608,Air Pressure,107.11,2023-09-05 20:06:20
AI9974,F0608,Air Pressure,,2023-09-05 18:13:25
AI9493,F0608,Air Pressure,108.03,2023-09-05 17:20:16
AI5542,F0608,Airspeed,383.11,2023-09-05 19:25:18
AI4222,F0608,Airspeed,598.73,2023-09-05 20:21:59
EN4586,F0609,Engine Temperature,636.12,2023-08-09 20:05:20
EN2478,F0609,Engine Temperature,695.0,2023-08-09 20:34:52
EN4951,F0609,Engine Temperature,591.02,2023-08-09 20:31:13
FU5680,F0609,Fuel Level,,2023-08-09 20:40:29
VI4396,F0609,Vibration,4.37,2023-08-09 20:29:23
VI8629,F0609,Vibration,4.58,2023-08-09 20:25:40
VI8418,F0609,Vibration,2.62,2023-08-09 20:11:12
AI9914,F0609,Air Pressure,101.61,2023-08-09 20:22:10
AI9620,F0609,Air Pressure,95.76,2023-08-09 20:41:59
AI5418,F0609,Airspeed,398.97,2023-08-09 20:09:44
AI2119,F0609,Airspeed,549.6,2023-08-09 20:49:08
AI4333,F0609,Airspeed,541.48,2023-08-09 20:00:49
EN1647,F0610,Engine Temperature,596.01,2023-02-22 05:28:19
EN5573,F0610,Engine Temperature,565.43,2023-02-22 05:24:46
EN1535,F0610,Engine Temperature,683.97,2023-02-22 05:05:51
FU4822,F0610,Fuel Level,57.72,2023-02-22 05:38:10
FU8400,F0610,Fuel Level,54.15,2023-02-22 05:23:36
FU1930,F0610,Fuel Level,48.05,2023-02-22 04:43:41
VI4069,F0610,Vibration,4.55,2023-02-22 04:52:10
AI1243,F0610,Air Pressure,97.17,2023-02-22 05:10:28
AI5296,F0610,Air Pressure,104.53,2023-02-22 05:37:59
AI7078,F0610,Airspeed,444.0,2023-02-22 04:50:44
AI5150,F0610,Airspeed,489.55,2023-02-22 04:57:41
EN8174,F0611,Engine Temperature,610.81,2023-12-18 12:50:27
FU2676,F0611,Fuel Level,89.84,2023-12-18 14:14:17
FU6406,F0611,Fuel Level,81.41,2023-12-18 13:07:32
FU3045,F0611,Fuel Level,59.94,2023-12-18 13:54:19
VI2606,F0611,Vibration,,2023-12-18 12:43:13
VI7829,F0611,Vibration,3.87,2023-12-18 14:13:15
AI6713,F0611,Air Pressure,90.78,2023-12-18 14:58:13
AI3376,F0611,Airspeed,545.54,2023-12-18 12:47:06
AI8968,F0611,Airspeed,388.29,2023-12-18 13:12:33
EN8554,F0612,Engine Temperature,643.25,2023-02-21 02:54:30
FU2996,F0612,Fuel Level,36.69,2023-02-21 02:54:29
VI6926,F0612,Vibration,0.95,2023-02-21 04:18:37
VI3595,F0612,Vibration,2.58,2023-02-21 04:49:45
VI3277,F0612,Vibration,0.45,2023-02-21 02:31:09
AI5086,F0612,Air Pressure,107.08,2023-02-21 02:44:25
AI6223,F0612,Air Pressure,101.39,2023-02-21 05:22:16
AI5822,F0612,Air Pressure,101.74,2023-02-21 06:41:26
AI7857,F0612,Airspeed,543.98,2023-02-21 05:40:11
AI4145,F0612,Airspeed,368.51,2023-02-21 03:22:19
EN3936,F0613,Engine Temperature,595.6,2023-04-25 18:28:40
FU4476,F0613,Fuel Level,63.72,2023-04-25 18:05:53
FU1756,F0613,Fuel Level,,2023-04-25 15:44:23
FU4727,F0613,Fuel Level,44.39,2023-04-25 14:08:16
VI9276,F0613,Vibration,3.53,2023-04-25 14:14:09
VI6741,F0613,Vibration,3.04,2023-04-25 15:17:47
VI6699,F0613,Vibration,0.75,2023-04-25 14:17:11
AI9465,F0613,Air Pressure,,2023-04-25 14:30:52
AI9347,F0613,Air Pressure,106.27,2023-04-25 14:19:18
AI8953,F0613,Air Pressure,97.45,2023-04-25 17:16:55
AI5224,F0613,Airspeed,424.85,2023-04-25 16:31:58
AI6099,F0613,Airspeed,315.41,2023-04-25 16:53:52
AI5598,F0613,Airspeed,519.85,2023-04-25 15:41:16
EN3669,F0614,Engine Temperature,671.92,2023-03-18 13:27:23
EN6864,F0614,Engine Temperature,605.12,2023-03-18 13:48:11
EN5158,F0614,Engine Temperature,572.96,2023-03-18 14:38:12
FU5715,F0614,Fuel Level,81.47,2023-03-18 13:41:46
VI7693,F0614,Vibration,2.45,2023-03-18 14:40:42
VI2977,F0614,Vibration,2.84,2023-03-18 14:20:40
AI2566,F0614,Air Pressure,97.89,2023-03-18 13:50:00
AI4175,F0614,Airspeed,,2023-03-18 14:24:37
AI5263,F0614,Airspeed,598.74,2023-03-18 13:36:19
AI6003,F0614,Airspeed,440.81,2023-03-18 14:22:14
EN2416,F0615,Engine Temperature,609.07,2023-07-30 12:03:48
EN5021,F0615,Engine Temperature,613.27,2023-07-30 11:50:43
EN1902,F0615,Engine Temperature,649.24,2023-07-30 12:46:07
FU2179,F0615,Fuel Level,24.66,2023-07-30 12:04:52
FU9348,F0615,Fuel Level,96.06,2023-07-30 12:10:14
VI3038,F0615,Vibration,1.98,2023-07-30 12:30:57
VI8486,F0615,Vibration,1.87,2023-07-30 12:29:15
AI7789,F0615,Air Pressure,108.12,2023-07-30 11:57:42
AI9651,F0615,Airspeed,305.38,2023-07-30 12:09:02
AI6384,F0615,Airspeed,309.85,2023-07-30 12:32:36
AI6743,F0615,Airspeed,595.09,2023-07-30 12:18:46
EN1787,F0616,Engine Temperature,653.65,2023-05-16 18:39:14
FU8228,F0616,Fuel Level,29.08,2023-05-16 18:29:13
FU8402,F0616,Fuel Level,35.95,2023-05-16 18:29:15
FU2904,F0616,Fuel Level,63.53,2023-05-16 18:19:33
VI6386,F0616,Vibration,3.54,2023-05-16 18:29:35
VI1944,F0616,Vibration,2.87,2023-05-16 18:27:10
AI3055,F0616,Air Pressure,95.05,2023-05-16 18:48:07
AI6256,F0616,Airspeed,444.67,2023-05-16 18:52:53
EN5141,F0617,Engine Temperature,650.62,2023-05-29 02:46:11
EN2910,F0617,Engine Temperature,644.62,2023-05-29 02:56:20
EN8441,F0617,Engine Temperature,608.62,2023-05-29 02:51:55
FU9312,F0617,Fuel Level,81.98,2023-05-29 02:26:12
FU2384,F0617,Fuel Level,85.02,2023-05-29 03:00:57
VI7822,F0617,Vibration,0.76,2023-05-29 03:08:07
VI7641,F0617,Vibration,4.17,2023-05-29 02:54:52
VI9238,F0617,Vibration,1.88,2023-05-29 02:40:52
AI5030,F0617,Air Pressure,109.27,2023-05-29 02:36:29
AI4205,F0617,Airspeed,301.19,2023-05-29 02:51:21
AI3782,F0617,Airspeed,541.06,2023-05-29 02:25:16
EN2694,F0618,Engine Temperature,663.87,2023-06-06 22:13:06
