sensor_id,flight_id,sensor_type,sensor_value,event_time
EN3370,F0501,Engine Temperature,520.63,2023-05-01 01:30:31
EN1205,F0501,Engine Temperature,650.67,2023-05-01 02:09:05
EN4713,F0501,Engine Temperature,615.07,2023-05-01 01:28:13
FU9716,F0501,Fuel Level,,2023-05-01 01:38:31
VI8065,F0501,Vibration,3.52,2023-05-01 01:46:03
VI6515,F0501,Vibration,3.03,2023-05-01 02:02:03
VI5497,F0501,Vibration,2.61,2023-05-01 01:56:55
AI2278,F0501,Air Pressure,94.03,2023-05-01 01:58:52
AI4186,F0501,Air Pressure,99.48,2023-05-01 02:16:22
AI5276,F0501,Airspeed,398.67,2023-05-01 01:46:35
AI6982,F0501,Airspeed,348.61,2023-05-01 01:31:29
EN5653,F0503,Engine Temperature,581.22,2023-10-18 11:50:55
FU9390,F0503,Fuel Level,36.38,2023-10-18 11:46:41
VI4967,F0503,Vibration,3.85,2023-10-18 12:17:46
VI2168,F0503,Vibration,4.0,2023-10-18 12:13:20
VI3617,F0503,Vibration,4.02,2023-10-18 12:08:52
AI7598,F0503,Air Pressure,91.24,2023-10-18 12:40:51
AI2315,F0503,Air Pressure,101.02,2023-10-18 11:55:10
AI4600,F0503,Air Pressure,106.31,2023-10-18 11:49:09
AI8406,F0503,Airspeed,462.02,2023-10-18 11:41:40
AI1083,F0503,Airspeed,587.55,2023-10-18 11:54:13
AI3687,F0503,Airspeed,302.02,2023-10-18 11:59:26
EN1152,F0504,Engine Temperature,574.8,2023-07-21 05:10:51
EN1523,F0504,Engine Temperature,551.15,2023-07-21 04:47:19
EN9474,F0504,Engine Temperature,,2023-07-21 05:32:56
FU2851,F0504,Fuel Level,90.08,2023-07-21 05:23:40
VI2410,F0504,Vibration,4.2,2023-07-21 05:31:05
VI2592,F0504,Vibration,1.98,2023-07-21 05:26:15
VI4530,F0504,Vibration,4.96,2023-07-21 04:54:15
AI5777,F0504,Air Pressure,95.36,2023-07-21 05:07:29
AI5455,F0504,Airspeed,567.44,2023-07-21 05:38:01
EN2133,F0505,Engine Temperature,557.28,2023-07-29 14:39:16
EN8354,F0505,Engine Temperature,603.82,2023-07-29 14:39:32
EN2198,F0505,Engine Temperature,,2023-07-29 15:49:54
FU6902,F0505,Fuel Level,72.84,2023-07-29 15:30:02
FU5058,F0505,Fuel Level,76.9,2023-07-29 14:06:42
VI1990,F0505,Vibration,1.77,2023-07-29 16:00:31
VI7439,F0505,Vibration,4.13,2023-07-29 15:15:06
VI2026,F0505,Vibration,1.89,2023-07-29 16:23:14
AI3126,F0505,Air Pressure,98.21,2023-07-29 14:19:18
AI4840,F0505,Air Pressure,96.47,2023-07-29 16:06:38
AI3106,F0505,Airspeed,462.59,2023-07-29 15:13:41
AI7877,F0505,Airspeed,597.26,2023-07-29 14:04:38
EN5167,F0506,Engine Temperature,608.65,2023-02-15 00:23:21
EN2789,F0506,Engine Temperature,675.54,2023-02-15 00:24:58
FU2011,F0506,Fuel Level,88.68,2023-02-15 03:20:56
FU3199,F0506,Fuel Level,36.59,2023-02-15 00:45:23
VI5256,F0506,Vibration,1.21,2023-02-15 01:55:42
VI5856,F0506,Vibration,4.76,2023-02-15 02:09:15
VI6584,F0506,Vibration,2.54,2023-02-15 03:49:20
AI2400,F0506,Air Pressure,95.35,2023-02-15 01:57:50
AI7289,F0506,Air Pressure,99.79,2023-02-15 02:53:42
AI9074,F0506,Airspeed,518.78,2023-02-15 00:41:05
EN8054,F0507,Engine Temperature,562.19,2023-11-17 12:09:56
EN7530,F0507,Engine Temperature,690.45,2023-11-17 11:46:51
FU8138,F0507,Fuel Level,25.69,2023-11-17 11:48:44
FU9246,F0507,Fuel Level,21.92,2023-11-17 12:17:37
VI3472,F0507,Vibration,4.54,2023-11-17 11:14:41
VI2140,F0507,Vibration,0.82,2023-11-17 10:13:16
VI5793,F0507,Vibration,3.32,2023-11-17 10:59:13
AI3481,F0507,Air Pressure,101.53,2023-11-17 12:07:23
AI3120,F0507,Airspeed,532.92,2023-11-17 12:25:29
AI5328,F0507,Airspeed,396.79,2023-11-17 10:06:01
AI8046,F0507,Airspeed,360.06,2023-11-17 10:14:19
EN4285,F0508,Engine Temperature,571.7,2023-11-14 03:10:24
EN9153,F0508,Engine Temperature,664.23,2023-11-14 03:38:47
EN3370,F0508,Engine Temperature,697.23,2023-11-14 03:57:17
FU4677,F0508,Fuel Level,,2023-11-14 03:17:18
FU5757,F0508,Fuel Level,65.17,2023-11-14 03:53:03
FU7689,F0508,Fuel Level,,2023-11-14 04:06:41
VI3772,F0508,Vibration,3.76,2023-11-14 03:40:33
AI4019,F0508,Air Pressure,105.74,2023-11-14 03:13:50
AI6064,F0508,Air Pressure,,2023-11-14 03:57:25
AI9379,F0508,Airspeed,480.09,2023-11-14 04:00:24
AI2502,F0508,Airspeed,527.88,2023-11-14 03:49:51
AI2833,F0508,Airspeed,353.96,2023-11-14 03:12:24
EN8527,F0509,Engine Temperature,557.89,2023-06-17 11:34:07
EN2945,F0509,Engine Temperature,595.9,2023-06-17 10:34:29
EN6875,F0509,Engine Temperature,528.52,2023-06-17 11:02:26
FU8836,F0509,Fuel Level,22.46,2023-06-17 10:48:16
FU4797,F0509,Fuel Level,36.93,2023-06-17 12:31:10
FU7476,F0509,Fuel Level,87.6,2023-06-17 11:59:12
VI2583,F0509,Vibration,4.54,2023-06-17 12:25:44
VI3929,F0509,Vibration,4.66,2023-06-17 11:49:22
AI7383,F0509,Air Pressure,102.64,2023-06-17 10:48:50
AI7490,F0509,Air Pressure,93.04,2023-06-17 10:18:54
AI5974,F0509,Airspeed,467.72,2023-06-17 12:10:13
EN6318,F0510,Engine Temperature,513.87,2023-08-12 02:13:53
EN3758,F0510,Engine Temperature,672.4,2023-08-12 01:51:42
EN1556,F0510,Engine Temperature,616.22,2023-08-12 03:15:34
FU1810,F0510,Fuel Level,84.45,2023-08-12 01:59:47
VI1110,F0510,Vibration,3.78,2023-08-12 01:38:38
AI6095,F0510,Air Pressure,101.79,2023-08-12 03:24:15
AI7992,F0510,Airspeed,357.64,2023-08-12 02:28:18
AI4889,F0510,Airspeed,303.6,2023-08-12 02:42:51
EN4998,F0511,Engine Temperature,540.05,2023-12-26 17:37:39
EN6263,F0511,Engine Temperature,601.69,2023-12-26 17:28:07
EN3614,F0511,Engine Temperature,565.71,2023-12-26 18:00:48
FU5769,F0511,Fuel Level,34.42,2023-12-26 17:12:36
VI7297,F0511,Vibration,4.18,2023-12-26 17:13:33
AI9506,F0511,Air Pressure,90.87,2023-12-26 17:32:50
AI8328,F0511,Air Pressure,,2023-12-26 20:50:00
AI8937,F0511,Airspeed,347.1,2023-12-26 18:39:03
EN1466,F0512,Engine Temperature,589.71,2023-03-01 02:57:32
EN4814,F0512,Engine Temperature,607.16,2023-03-01 03:03:40
EN5805,F0512,Engine Temperature,548.52,2023-03-01 03:54:15
FU1608,F0512,Fuel Level,70.01,2023-03-01 02:22:04
VI6635,F0512,Vibration,4.03,2023-03-01 02:40:11
VI3921,F0512,Vibration,1.45,2023-03-01 04:14:50
VI4653,F0512,Vibration,0.44,2023-03-01 03:11:46
AI3080,F0512,Air Pressure,91.49,2023-03-01 02:50:15
AI1095,F0512,Airspeed,340.8,2023-03-01 03:46:48
EN3299,F0513,Engine Temperature,619.98,2023-02-05 18:23:45
FU3782,F0513,Fuel Level,64.13,2023-02-05 17:20:59
FU1829,F0513,Fuel Level,67.22,2023-02-05 20:17:02
VI5226,F0513,Vibration,0.0,2023-02-05 20:14:34
AI2136,F0513,Air Pressure,102.16,2023-02-05 18:23:04
AI8853,F0513,Air Pressure,108.29,2023-02-05 17:43:43
AI3566,F0513,Air Pressure,104.26,2023-02-05 18:00:53
AI4326,F0513,Airspeed,405.3,2023-02-05 19:00:58
AI6309,F0513,Airspeed,508.09,2023-02-05 18:25:01
AI5668,F0513,Airspeed,559.06,2023-02-05 17:37:50
EN1159,F0514,Engine Temperature,558.4,2023-01-29 09:55:11
EN7428,F0514,Engine Temperature,551.55,2023-01-29 10:01:18
EN3978,F0514,Engine Temperature,676.85,2023-01-29 10:53:10
FU1421,F0514,Fuel Level,65.36,2023-01-29 11:29:10
VI8492,F0514,Vibration,0.76,2023-01-29 11:44:29
VI2770,F0514,Vibration,1.44,2023-01-29 09:42:34
VI4791,F0514,Vibration,,2023-01-29 10:13:01
AI2684,F0514,Air Pressure,106.29,2023-01-29 09:36:40
AI1898,F0514,Air Pressure,96.0,2023-01-29 10:04:59
AI8939,F0514,Airspeed,473.46,2023-01-29 09:35:20
EN3721,F0515,Engine Temperature,568.96,2023-01-07 05:49:09
EN5690,F0515,Engine Temperature,609.69,2023-01-07 06:29:18
FU6568,F0515,Fuel Level,93.44,2023-01-07 03:07:22
FU5552,F0515,Fuel Level,75.04,2023-01-07 05:40:18
VI7569,F0515,Vibration,2.99,2023-01-07 04:11:36
AI5781,F0515,Air Pressure,102.55,2023-01-07 05:48:03
AI9168,F0515,Air Pressure,94.32,2023-01-07 07:19:36
AI1748,F0515,Airspeed,458.41,2023-01-07 07:26:58
EN2803,F0516,Engine Temperature,526.89,2023-09-22 18:31:17
EN9211,F0516,Engine Temperature,631.13,2023-09-22 15:54:01
FU8409,F0516,Fuel Level,60.68,2023-09-22 16:46:50
FU4631,F0516,Fuel Level,70.21,2023-09-22 16:00:10
FU6899,F0516,Fuel Level,,2023-09-22 16:42:47
VI3301,F0516,Vibration,,2023-09-22 15:37:26
VI3604,F0516,Vibration,1.67,2023-09-22 16:49:07
AI6618,F0516,Air Pressure,109.66,2023-09-22 16:26:35
AI9756,F0516,Airspeed,452.75,2023-09-22 17:15:52
AI8535,F0516,Airspeed,414.59,2023-09-22 17:13:10
AI1732,F0516,Airspeed,,2023-09-22 15:48:02
EN6518,F0517,Engine Temperature,530.86,2023-09-22 21:59:13
EN6740,F0517,Engine Temperature,595.24,2023-09-22 21:21:36
FU3153,F0517,Fuel Level,69.82,2023-09-22 20:07:05
FU8441,F0517,Fuel Level,23.65,2023-09-22 19:58:00
FU1232,F0517,Fuel Level,95.94,2023-09-22 22:34:43
VI4290,F0517,Vibration,3.48,2023-09-22 21:58:52
VI5253,F0517,Vibration,4.36,2023-09-22 22:04:01
AI5768,F0517,Air Pressure,98.41,2023-09-22 22:18:38
AI8551,F0517,Air Pressure,94.65,2023-09-22 18:56:52
AI5433,F0517,Airspeed,575.92,2023-09-22 22:01:03
AI8548,F0517,Airspeed,338.64,2023-09-22 21:34:27
AI7062,F0517,Airspeed,361.67,2023-09-22 20:54:38
EN1161,F0518,Engine Temperature,543.69,2023-12-11 23:44:45
EN4619,F0518,Engine Temperature,570.15,2023-12-12 00:16:28
EN9724,F0518,Engine Temperature,549.44,2023-12-12 00:57:53
FU6936,F0518,Fuel Level,63.01,2023-12-11 23:18:56
VI5970,F0518,Vibration,4.69,2023-12-12 01:17:52
VI2435,F0518,Vibration,2.02,2023-12-11 23:09:05
AI9802,F0518,Air Pressure,100.43,2023-12-11 23:43:52
AI9088,F0518,Airspeed,558.04,2023-12-12 01:35:45
AI2766,F0518,Airspeed,548.07,2023-12-11 23:07:39
AI7280,F0518,Airspeed,596.81,2023-12-12 01:48:30
EN3388,F0519,Engine Temperature,635.93,2023-06-15 13:50:41
FU4324,F0519,Fuel Level,57.98,2023-06-15 11:44:32
VI5736,F0519,Vibration,3.83,2023-06-15 09:47:05
AI2643,F0519,Air Pressure,99.8,2023-06-15 12:34:23
AI7475,F0519,Airspeed,548.84,2023-06-15 12:11:43
EN9949,F0520,Engine Temperature,619.29,2023-03-24 11:54:16
FU7259,F0520,Fuel Level,95.83,2023-03-24 08:46:04
VI1398,F0520,Vibration,2.83,2023-03-24 10:24:10
VI7859,F0520,Vibration,3.15,2023-03-24 09:49:07
VI8335,F0520,Vibration,1.57,2023-03-24 10:06:46
AI6452,F0520,Air Pressure,94.94,2023-03-24 09:28:38
AI6942,F0520,Air Pressure,102.49,2023-03-24 11:06:53
AI9350,F0520,Airspeed,484.5,2023-03-24 10:59:15
AI1237,F0520,Airspeed,312.87,2023-03-24 10:59:29
AI5472,F0520,Airspeed,542.61,2023-03-24 12:13:46
EN4801,F0521,Engine Temperature,593.77,2023-04-04 05:17:01
EN4888,F0521,Engine Temperature,680.74,2023-04-04 04:42:56
EN5642,F0521,Engine Temperature,683.13,2023-04-04 04:07:36
FU7440,F0521,Fuel Level,35.48,2023-04-04 04:08:57
FU8794,F0521,Fuel Level,39.7,2023-04-04 03:20:50
VI4181,F0521,Vibration,0.32,2023-04-04 03:41:26
VI8620,F0521,Vibration,2.94,2023-04-04 04:59:40
VI3238,F0521,Vibration,0.57,2023-04-04 03:47:52
AI4762,F0521,Air Pressure,93.78,2023-04-04 05:04:42
AI1764,F0521,Airspeed,311.5,2023-04-04 04:04:52
AI3105,F0521,Airspeed,384.35,2023-04-04 03:20:47
EN7249,F0522,Engine Temperature,545.14,2023-08-03 06:19:43
EN1567,F0522,Engine Temperature,587.02,2023-08-03 03:44:41
EN2129,F0522,Engine Temperature,527.26,2023-08-03 04:07:18
FU5293,F0522,Fuel Level,93.98,2023-08-03 05:16:54
FU1290,F0522,Fuel Level,55.08,2023-08-03 04:27:52
FU5466,F0522,Fuel Level,83.59,2023-08-03 05:05:38
VI1530,F0522,Vibration,,2023-08-03 06:37:40
VI7284,F0522,Vibration,2.62,2023-08-03 04:17:46
VI9613,F0522,Vibration,2.95,2023-08-03 05:22:20
AI5004,F0522,Air Pressure,94.0,2023-08-03 03:10:41
AI7034,F0522,Airspeed,320.12,2023-08-03 05:29:26
AI1551,F0522,Airspeed,485.45,2023-08-03 04:08:22
AI4774,F0522,Airspeed,446.35,2023-08-03 03:08:09
EN2833,F0525,Engine Temperature,604.8,2023-10-12 23:31:08
EN9710,F0525,Engine Temperature,540.7,2023-10-12 22:32:48
EN8680,F0525,Engine Temperature,501.54,2023-10-12 22:58:16
FU4470,F0525,Fuel Level,44.84,2023-10-12 22:00:38
FU3043,F0525,Fuel Level,43.85,2023-10-12 23:30:20
FU2066,F0525,Fuel Level,52.85,2023-10-12 23:36:45
VI7730,F0525,Vibration,1.32,2023-10-12 22:43:10
VI9381,F0525,Vibration,2.45,2023-10-12 22:18:15
AI2133,F0525,Air Pressure,92.69,2023-10-12 22:24:28
AI9697,F0525,Airspeed,504.75,2023-10-12 22:20:14
AI4282,F0525,Airspeed,341.25,2023-10-12 21:52:24
AI8159,F0525,Airspeed,315.91,2023-10-12 22:44:37
EN1568,F0526,Engine Temperature,522.84,2023-05-06 13:29:06
FU9552,F0526,Fuel Level,91.32,2023-05-06 10:23:37
FU8819,F0526,Fuel Level,70.37,2023-05-06 14:08:35
VI8259,F0526,Vibration,2.35,2023-05-06 14:20:05
VI8845,F0526,Vibration,2.22,2023-05-06 13:44:22
VI5380,F0526,Vibration,2.39,2023-05-06 11:30:37
AI3456,F0526,Air Pressure,109.01,2023-05-06 14:43:07
AI6231,F0526,Airspeed,460.79,2023-05-06 11:47:25
AI4690,F0526,Airspeed,356.96,2023-05-06 13:55:55
EN2085,F0527,Engine Temperature,672.66,2023-08-27 01:14:19
EN9655,F0527,Engine Temperature,640.81,2023-08-26 23:33:35
EN6511,F0527,Engine Temperature,516.41,2023-08-26 23:57:06
FU8749,F0527,Fuel Level,,2023-08-27 01:52:53
FU8404,F0527,Fuel Level,88.34,2023-08-27 03:20:23
FU5255,F0527,Fuel Level,79.95,2023-08-27 02:13:07
VI5448,F0527,Vibration,4.23,2023-08-27 03:44:08
VI8061,F0527,Vibration,4.51,2023-08-27 00:50:20
VI2217,F0527,Vibration,1.18,2023-08-27 03:43:01
AI5301,F0527,Air Pressure,92.0,2023-08-27 01:38:25
AI3466,F0527,Air Pressure,99.65,2023-08-27 01:09:14
AI1148,F0527,Airspeed,454.25,2023-08-26 23:10:57
AI7333,F0527,Airspeed,483.74,2023-08-27 01:39:44
AI9132,F0527,Airspeed,443.67,2023-08-26 23:49:43
EN5442,F0528,Engine Temperature,599.95,2023-05-18 17:18:46
EN7437,F0528,Engine Temperature,683.83,2023-05-18 19:26:18
FU1349,F0528,Fuel Level,47.66,2023-05-18 17:49:34
FU5054,F0528,Fuel Level,68.65,2023-05-18 17:42:42
VI6976,F0528,Vibration,4.04,2023-05-18 18:31:19
VI4593,F0528,Vibration,0.91,2023-05-18 16:30:58
AI6002,F0528,Air Pressure,107.21,2023-05-18 17:42:13
AI6819,F0528,Airspeed,379.43,2023-05-18 18:43:14
EN4191,F0529,Engine Temperature,699.68,2023-07-26 14:41:37
EN2281,F0529,Engine Temperature,506.9,2023-07-26 15:36:30
EN1100,F0529,Engine Temperature,556.9,2023-07-26 14:40:08
FU1600,F0529,Fuel Level,87.34,2023-07-26 15:27:46
VI2940,F0529,Vibration,3.27,2023-07-26 14:10:58
VI9506,F0529,Vibration,1.86,2023-07-26 14:24:35
AI8885,F0529,Air Pressure,92.28,2023-07-26 14:14:49
AI2867,F0529,Air Pressure,105.46,2023-07-26 14:02:14
AI9214,F0529,Air Pressure,100.91,2023-07-26 14:59:04
AI8533,F0529,Airspeed,376.91,2023-07-26 15:32:51
AI1396,F0529,Airspeed,466.08,2023-07-26 14:52:54
EN3018,F0530,Engine Temperature,533.32,2023-09-03 13:58:22
EN4170,F0530,Engine Temperature,585.14,2023-09-03 16:04:13
EN7493,F0530,Engine Temperature,513.04,2023-09-03 13:50:39
FU2656,F0530,Fuel Level,89.14,2023-09-03 14:45:15
VI6769,F0530,Vibration,1.69,2023-09-03 14:15:53
VI3991,F0530,Vibration,0.41,2023-09-03 13:11:22
VI8304,F0530,Vibration,4.55,2023-09-03 16:03:14
AI9843,F0530,Air Pressure,98.81,2023-09-03 15:46:34
AI7254,F0530,Air Pressure,97.13,2023-09-03 13:28:42
AI1893,F0530,Airspeed,520.87,2023-09-03 13:23:04
AI7995,F0530,Airspeed,353.34,2023-09-03 14:35:56
AI8124,F0530,Airspeed,480.99,2023-09-03 14:54:38
EN3468,F0531,Engine Temperature,603.14,2023-09-08 04:14:56
EN7969,F0531,Engine Temperature,543.32,2023-09-08 02:22:59
EN6797,F0531,Engine Temperature,508.42,2023-09-08 00:40:06
FU1168,F0531,Fuel Level,75.75,2023-09-08 04:35:56
FU5668,F0531,Fuel Level,92.32,2023-09-08 04:42:52
FU9186,F0531,Fuel Level,22.98,2023-09-08 02:43:40
VI5610,F0531,Vibration,2.96,2023-09-08 04:12:35
AI6130,F0531,Air Pressure,97.91,2023-09-08 04:18:47
AI9951,F0531,Air Pressure,97.27,2023-09-08 04:49:44
AI4947,F0531,Air Pressure,95.38,2023-09-08 02:08:35
AI5747,F0531,Airspeed,382.95,2023-09-08 05:13:03
AI7397,F0531,Airspeed,413.48,2023-09-08 04:50:12
EN2753,F0532,Engine Temperature,555.39,2023-04-10 21:42:47
FU8251,F0532,Fuel Level,32.14,2023-04-10 23:13:02
FU2651,F0532,Fuel Level,92.96,2023-04-10 23:48:46
FU5800,F0532,Fuel Level,88.46,2023-04-11 00:28:06
VI1601,F0532,Vibration,3.22,2023-04-11 00:27:55
VI2418,F0532,Vibration,0.18,2023-04-10 21:27:46
VI7252,F0532,Vibration,1.4,2023-04-10 22:18:12
AI6876,F0532,Air Pressure,103.04,2023-04-10 22:02:55
AI9135,F0532,Airspeed,327.81,2023-04-10 21:51:56
AI5311,F0532,Airspeed,376.39,2023-04-10 23:40:45
AI5308,F0532,Airspeed,300.02,2023-04-10 23:12:25
EN8663,F0533,Engine Temperature,623.24,2023-05-08 12:19:32
EN1442,F0533,Engine Temperature,584.07,2023-05-08 12:33:05
EN4301,F0533,Engine Temperature,531.21,2023-05-08 11:13:36
FU1953,F0533,Fuel Level,80.48,2023-05-08 10:49:01
VI2858,F0533,Vibration,3.24,2023-05-08 10:58:32
VI7486,F0533,Vibration,1.07,2023-05-08 11:10:58
VI8475,F0533,Vibration,3.34,2023-05-08 12:29:28
AI8752,F0533,Air Pressure,99.69,2023-05-08 11:30:27
AI1257,F0533,Air Pressure,96.68,2023-05-08 11:49:52
AI7337,F0533,Airspeed,571.86,2023-05-08 11:45:26
EN1585,F0535,Engine Temperature,554.57,2023-09-23 01:38:29
FU4852,F0535,Fuel Level,43.83,2023-09-23 03:15:28
FU4936,F0535,Fuel Level,52.28,2023-09-23 03:55:53
VI5978,F0535,Vibration,0.61,2023-09-23 01:40:27
AI1454,F0535,Air Pressure,108.21,2023-09-23 00:26:42
AI4989,F0535,Airspeed,346.75,2023-09-23 03:52:18
AI8792,F0535,Airspeed,306.22,2023-09-23 03:35:41
AI1656,F0535,Airspeed,341.87,2023-09-23 02:12:18
EN9677,F0536,Engine Temperature,564.12,2023-09-28 03:07:11
FU7366,F0536,Fuel Level,37.17,2023-09-28 05:06:30
VI4035,F0536,Vibration,2.75,2023-09-28 05:37:03
VI4293,F0536,Vibration,0.51,2023-09-28 05:31:41
VI6413,F0536,Vibration,1.75,2023-09-28 05:23:25
AI9027,F0536,Air Pressure,107.87,2023-09-28 03:06:12
AI1234,F0536,Airspeed,441.54,2023-09-28 04:35:19
AI4990,F0536,Airspeed,432.78,2023-09-28 03:56:57
EN3257,F0537,Engine Temperature,624.24,2023-07-01 23:57:05
EN6160,F0537,Engine Temperature,644.56,2023-07-02 00:16:08
FU2791,F0537,Fuel Level,20.29,2023-07-01 23:57:31
VI2228,F0537,Vibration,4.58,2023-07-02 00:52:44
VI9104,F0537,Vibration,0.81,2023-07-02 00:46:24
VI4717,F0537,Vibration,0.91,2023-07-02 00:33:03
AI5174,F0537,Air Pressure,93.26,2023-07-01 23:56:35
AI1329,F0537,Airspeed,498.1,2023-07-02 00:21:03
AI6300,F0537,Airspeed,525.1,2023-07-02 00:24:21
AI1523,F0537,Airspeed,400.66,2023-07-02 00:41:51
EN7548,F0538,Engine Temperature,508.17,2023-04-13 22:57:40
FU2563,F0538,Fuel Level,77.04,2023-04-13 23:28:00
VI8178,F0538,Vibration,,2023-04-14 01:00:33
AI3932,F0538,Air Pressure,93.87,2023-04-13 22:05:36
AI7324,F0538,Air Pressure,101.88,2023-04-14 00:21:45
AI3444,F0538,Air Pressure,102.43,2023-04-13 22:14:00
AI8565,F0538,Airspeed,590.49,2023-04-13 22:40:32
EN1176,F0539,Engine Temperature,550.33,2023-06-12 13:06:31
EN2878,F0539,Engine Temperature,631.21,2023-06-12 14:22:46
FU8950,F0539,Fuel Level,41.19,2023-06-12 12:11:12
FU4325,F0539,Fuel Level,44.0,2023-06-12 13:06:39
VI5384,F0539,Vibration,3.9,2023-06-12 13:54:23
VI1808,F0539,Vibration,2.01,2023-06-12 13:01:41
VI5092,F0539,Vibration,4.05,2023-06-12 12:48:28
AI1676,F0539,Air Pressure,103.44,2023-06-12 13:25:24
AI8652,F0539,Air Pressure,103.21,2023-06-12 11:56:00
AI9581,F0539,Airspeed,337.76,2023-06-12 14:38:55
EN6062,F0540,Engine Temperature,548.46,2023-10-01 05:31:18
EN1211,F0540,Engine Temperature,627.56,2023-10-01 07:24:43
FU5509,F0540,Fuel Level,37.33,2023-10-01 05:42:15
FU8706,F0540,Fuel Level,60.2,2023-10-01 05:28:35
VI8667,F0540,Vibration,1.28,2023-10-01 06:24:16
VI2795,F0540,Vibration,,2023-10-01 06:47:10
VI8366,F0540,Vibration,4.15,2023-10-01 07:27:29
AI1574,F0540,Air Pressure,100.95,2023-10-01 05:56:46
AI8123,F0540,Air Pressure,99.92,2023-10-01 07:16:10
AI2085,F0540,Air Pressure,94.37,2023-10-01 06:26:47
AI1418,F0540,Airspeed,545.47,2023-10-01 05:33:22
AI1110,F0540,Airspeed,415.29,2023-10-01 05:34:48
AI4858,F0540,Airspeed,352.89,2023-10-01 07:46:14
EN7848,F0541,Engine Temperature,649.28,2023-09-07 04:05:42
FU4340,F0541,Fuel Level,,2023-09-07 03:48:00
VI8192,F0541,Vibration,0.2,2023-09-07 05:47:56
VI3929,F0541,Vibration,2.74,2023-09-07 04:24:22
AI9018,F0541,Air Pressure,90.32,2023-09-07 04:30:45
AI6149,F0541,Airspeed,456.1,2023-09-07 05:08:45
EN5196,F0542,Engine Temperature,612.04,2023-05-15 13:42:08
EN8293,F0542,Engine Temperature,514.19,2023-05-15 14:27:59
FU7711,F0542,Fuel Level,57.19,2023-05-15 14:28:44
VI8036,F0542,Vibration,0.6,2023-05-15 13:31:22
AI9147,F0542,Air Pressure,96.74,2023-05-15 13:59:42
AI6727,F0542,Air Pressure,106.01,2023-05-15 14:37:28
AI9763,F0542,Airspeed,519.58,2023-05-15 13:55:12
AI5274,F0542,Airspeed,519.75,2023-05-15 12:58:23
EN6412,F0543,Engine Temperature,569.25,2023-02-19 07:19:07
EN8741,F0543,Engine Temperature,538.19,2023-02-19 05:41:23
FU8391,F0543,Fuel Level,89.75,2023-02-19 04:04:30
FU2582,F0543,Fuel Level,48.09,2023-02-19 06:06:09
FU7511,F0543,Fuel Level,59.12,2023-02-19 07:51:14
VI9059,F0543,Vibration,,2023-02-19 04:57:57
AI7157,F0543,Air Pressure,90.49,2023-02-19 04:26:49
AI8820,F0543,Airspeed,372.46,2023-02-19 06:50:49
AI7280,F0543,Airspeed,550.52,2023-02-19 07:20:26
EN5325,F0544,Engine Temperature,582.25,2023-01-16 17:24:00
FU3010,F0544,Fuel Level,85.79,2023-01-16 15:57:19
FU1605,F0544,Fuel Level,30.89,2023-01-16 15:46:34
VI8326,F0544,Vibration,3.92,2023-01-16 17:15:59
AI9157,F0544,Air Pressure,106.84,2023-01-16 17:14:09
AI1457,F0544,Air Pressure,98.37,2023-01-16 18:56:01
AI9806,F0544,Air Pressure,101.16,2023-01-16 17:08:48
AI5996,F0544,Airspeed,539.27,2023-01-16 16:27:22
AI3287,F0544,Airspeed,481.53,2023-01-16 16:10:35
AI1126,F0544,Airspeed,465.07,2023-01-16 17:09:42
EN3139,F0545,Engine Temperature,549.84,2023-12-18 22:37:14
EN1171,F0545,Engine Temperature,640.38,2023-12-18 21:41:39
EN8073,F0545,Engine Temperature,671.47,2023-12-18 21:51:29
FU4429,F0545,Fuel Level,52.62,2023-12-18 22:09:43
VI6970,F0545,Vibration,3.0,2023-12-18 21:42:17
VI2492,F0545,Vibration,3.24,2023-12-18 22:04:59
AI7853,F0545,Air Pressure,108.93,2023-12-18 21:42:53
AI7746,F0545,Airspeed,307.88,2023-12-18 22:09:17
AI5238,F0545,Airspeed,376.47,2023-12-18 22:13:54
AI3736,F0545,Airspeed,557.56,2023-12-18 22:03:41
EN3915,F0547,Engine Temperature,569.63,2023-12-17 17:09:34
EN3818,F0547,Engine Temperature,682.57,2023-12-17 18:33:17
FU1234,F0547,Fuel Level,84.87,2023-12-17 17:38:53
FU6118,F0547,Fuel Level,59.15,2023-12-17 18:46:26
VI9140,F0547,Vibration,3.53,2023-12-17 18:35:00
AI6675,F0547,Air Pressure,107.64,2023-12-17 18:37:11
AI9473,F0547,Airspeed,344.43,2023-12-17 18:42:52
AI5154,F0547,Airspeed,462.61,2023-12-17 17:39:10
AI2147,F0547,Airspeed,308.9,2023-12-17 17:38:56
EN4951,F0548,Engine Temperature,508.85,2023-03-04 22:35:53
FU3588,F0548,Fuel Level,89.76,2023-03-04 22:51:03
FU8217,F0548,Fuel Level,41.39,2023-03-04 22:00:39
FU9126,F0548,Fuel Level,20.21,2023-03-04 22:13:29
VI5431,F0548,Vibration,,2023-03-04 22:37:34
AI7524,F0548,Air Pressure,103.02,2023-03-04 22:41:10
AI3669,F0548,Air Pressure,99.06,2023-03-04 22:37:26
AI9901,F0548,Airspeed,446.75,2023-03-04 22:36:58
AI7041,F0548,Airspeed,406.72,2023-03-04 22:53:50
AI2578,F0548,Airspeed,,2023-03-04 22:45:40
EN3014,F0549,Engine Temperature,576.1,2023-10-11 13:40:15
