flight_id,event_time,latitude,longitude,altitude,temperature,wind_speed,wind_direction,weather_condition
F0485,2023-06-04 11:40:33,58.2851,-60.672,9566.13,27.7,121.5,SW,Storm
F0485,2023-06-04 12:57:51,58.7806,-74.8461,37031.01,-0.2,35.1,NW,Storm
F0485,2023-06-04 11:56:49,49.0723,-81.2055,8025.2,15.6,28.9,S,Clear
F0486,2023-12-22 06:48:20,28.7028,-126.7205,20827.47,16.7,,W,Cloudy
F0486,2023-12-22 06:48:24,25.3303,-70.1749,12167.29,0.9,5.0,NE,Cloudy
F0486,2023-12-22 09:03:31,39.6034,-60.7342,31766.98,-19.3,149.2,S,Cloudy
F0486,2023-12-22 08:23:19,45.0908,-97.2346,25576.69,28.9,46.7,S,Storm
F0486,2023-12-22 07:49:48,42.0006,-82.8936,7579.76,-12.8,27.5,S,Cloudy
F0487,2023-01-23 02:21:36,35.9806,-78.4695,27844.82,21.7,102.5,N,Sunny
F0487,2023-01-22 23:19:16,50.1724,-126.6831,27624.21,,0.9,S,Sunny
F0487,2023-01-23 00:17:43,49.6605,-109.4765,34639.94,-6.2,138.3,SE,Clear
F0488,2023-01-25 10:10:05,31.5511,-68.0953,3815.15,-0.4,,NW,Cloudy
F0488,2023-01-25 09:48:45,52.3758,-91.147,38350.6,-10.7,99.7,S,Clear
F0488,2023-01-25 09:30:08,35.0478,-89.7332,27165.75,-0.2,22.0,W,Sunny
F0488,2023-01-25 09:45:03,51.0462,-107.7977,13990.31,-17.0,140.1,S,Sunny
F0488,2023-01-25 09:32:44,40.9362,-75.6575,17703.95,1.2,146.7,S,Clear
F0488,2023-01-25 09:41:17,27.2788,-87.0703,37379.73,20.7,97.2,NE,Sunny
F0489,2023-05-26 04:07:54,31.6424,-113.9322,20914.62,16.0,133.7,SE,Storm
F0489,2023-05-26 04:08:05,40.1127,-112.9606,10719.62,-8.5,125.7,NE,Clear
F0489,2023-05-26 04:52:31,46.6634,-118.9051,16052.94,,43.3,NW,Clear
F0489,2023-05-26 04:40:42,40.6259,-107.7134,24178.14,7.8,19.2,S,Rain
F0490,2023-10-10 17:11:23,45.98,-102.3635,25523.42,-1.1,8.2,E,Storm
F0490,2023-10-10 16:26:05,59.9729,-62.4667,36014.43,9.2,149.6,N,Cloudy
F0490,2023-10-10 14:37:57,38.7856,-115.693,39606.12,,34.0,NE,Cloudy
F0490,2023-10-10 15:37:44,20.3374,-96.6049,5683.62,-8.9,,S,Rain
F0490,2023-10-10 15:11:33,24.4307,-92.3858,25382.83,,0.8,N,Rain
F0491,2023-03-15 18:58:15,24.4536,-64.2517,15936.84,29.6,36.8,S,Rain
F0491,2023-03-15 17:58:11,29.6524,-124.2004,9589.25,25.0,142.4,NW,Storm
F0491,2023-03-15 18:14:17,28.5217,-88.1446,19071.53,-14.3,131.8,NE,Cloudy
F0491,2023-03-15 17:36:05,21.9719,-86.4375,11757.21,18.1,,NE,Sunny
F0491,2023-03-15 17:08:02,38.5864,-86.1143,37895.73,24.6,12.7,NW,Cloudy
F0492,2023-04-11 05:26:10,48.3973,-94.2055,23961.7,19.6,49.4,N,Clear
F0492,2023-04-11 03:42:37,52.6302,-91.6605,10508.96,9.6,28.1,NW,Sunny
F0492,2023-04-11 05:05:08,23.1383,-80.8243,14000.15,26.1,125.4,S,Sunny
F0492,2023-04-11 03:58:24,39.5254,-117.355,10868.18,13.9,56.7,SW,Cloudy
F0492,2023-04-11 04:25:11,36.505,-117.2137,4483.29,-19.7,13.1,S,Sunny
F0492,2023-04-11 03:35:28,41.722,-90.1628,38417.0,12.4,55.4,SE,Storm
F0493,2023-01-31 23:07:16,20.9898,-122.9056,30788.28,-9.3,95.4,NW,Sunny
F0493,2023-02-01 01:44:33,32.9087,-88.4695,13413.91,-5.8,18.4,SW,Cloudy
F0493,2023-02-01 00:16:37,29.7469,-61.3358,33707.81,12.4,108.2,W,Sunny
F0494,2023-11-27 22:24:37,36.1945,-108.0022,15180.1,-13.9,147.1,NE,Clear
F0494,2023-11-27 20:57:02,26.6795,-84.6183,10338.91,-14.6,79.0,SW,Sunny
F0494,2023-11-27 20:03:20,50.5862,-124.0845,28213.4,-10.6,93.1,NW,Sunny
F0494,2023-11-27 22:08:43,30.4892,-69.108,20189.3,30.0,35.2,SE,Rain
F0495,2023-01-30 13:24:00,25.9013,-118.0412,18180.85,-10.2,2.7,SE,Storm
F0495,2023-01-30 12:29:43,24.553,-105.6059,10890.34,13.5,77.8,SW,Sunny
F0495,2023-01-30 12:04:53,35.6561,-102.8869,15254.12,18.2,89.0,E,Storm
F0495,2023-01-30 13:32:04,39.0089,-69.5031,39937.85,9.9,18.9,NW,Sunny
F0495,2023-01-30 13:30:15,22.7139,-72.237,39693.32,-7.6,56.8,NE,Clear
F0495,2023-01-30 13:43:21,23.1248,-116.1645,37224.59,23.5,84.8,E,Cloudy
F0496,2023-04-07 03:45:22,39.6954,-71.1051,4591.55,22.7,68.2,E,Sunny
F0496,2023-04-07 05:08:08,53.4406,-98.2619,28689.61,-8.2,121.7,NW,Sunny
F0496,2023-04-07 03:56:42,24.2835,-74.8292,14259.86,,78.7,SW,Sunny
F0496,2023-04-07 04:57:05,46.7252,-91.9239,21135.13,26.6,49.9,S,Sunny
F0496,2023-04-07 05:15:15,31.7716,-64.9443,36007.64,-19.4,,SE,Cloudy
F0497,2023-01-25 21:50:52,32.3736,-71.8518,26004.3,-2.5,146.4,SE,Clear
F0497,2023-01-25 22:28:20,50.8416,-65.5542,12285.63,,86.8,W,Rain
F0497,2023-01-25 23:36:13,29.3696,-70.6034,9628.1,26.0,20.1,N,Clear
F0497,2023-01-25 22:40:50,40.027,-124.7501,38356.38,23.4,7.7,SE,Sunny
F0498,2023-07-07 23:43:40,52.6376,-81.0487,39476.08,1.9,112.8,SE,Sunny
F0498,2023-07-07 23:55:16,42.2674,-62.6398,27083.35,25.2,79.9,N,Cloudy
F0498,2023-07-08 00:06:38,32.135,-125.9944,31406.33,-6.9,63.7,NW,Clear
F0498,2023-07-07 23:46:46,51.0891,-64.9203,28025.59,,66.9,SE,Cloudy
F0498,2023-07-07 22:59:55,28.428,-105.2037,5770.72,-12.5,0.7,NE,Sunny
F0498,2023-07-08 00:40:02,26.9178,-113.1958,35903.18,-16.8,61.7,N,Rain
F0499,2023-05-14 07:44:48,38.6259,-76.7973,21083.49,19.5,102.5,NE,Rain
F0499,2023-05-14 06:39:17,32.3881,-90.4848,32472.49,-2.4,35.6,NW,Rain
F0499,2023-05-14 08:16:49,40.4958,-110.464,35896.2,11.9,137.3,SW,Sunny
F0499,2023-05-14 09:34:06,43.1371,-75.3025,25262.47,5.3,92.0,NE,Storm
F0499,2023-05-14 08:34:44,42.8356,-126.534,22473.62,19.9,145.4,NE,Clear
F0501,2023-10-14 11:51:52,53.2371,-110.769,24270.29,15.4,87.6,NW,Cloudy
F0501,2023-10-14 13:28:49,43.7574,-113.1232,5691.63,-9.8,73.3,NE,Rain
F0501,2023-10-14 11:28:46,33.8263,-68.4688,17586.37,1.1,47.4,SW,Rain
F0501,2023-10-14 12:59:41,31.3758,-96.4688,3930.19,28.5,5.8,E,Rain
F0503,2023-09-21 18:45:09,32.4128,-91.1817,7737.83,13.6,85.7,S,Clear
F0503,2023-09-21 19:20:58,45.1433,-85.8082,35520.22,,147.0,N,Cloudy
F0503,2023-09-21 18:04:11,27.402,-102.984,35417.2,21.1,119.2,E,Cloudy
F0503,2023-09-21 16:52:08,39.388,-109.5933,20363.71,0.4,99.2,S,Sunny
F0503,2023-09-21 18:00:42,56.0546,-91.8949,19389.81,1.6,56.4,W,Rain
F0503,2023-09-21 17:59:06,46.1223,-68.4229,12567.06,0.2,76.2,SW,Sunny
F0504,2023-01-17 23:53:38,55.1162,-108.9047,7147.38,-19.0,60.7,W,Rain
F0504,2023-01-17 23:41:52,31.8145,-60.1431,28395.26,-1.5,24.5,E,Clear
F0504,2023-01-17 23:27:14,27.2478,-77.9535,27755.88,21.9,45.9,W,Rain
F0504,2023-01-17 23:40:34,37.6688,-125.7153,27020.55,-18.8,10.3,N,Storm
F0504,2023-01-17 23:18:34,23.7701,-84.5214,29378.88,-14.7,132.8,SW,Sunny
F0505,2023-09-14 06:50:33,22.2298,-81.5997,31504.64,28.0,96.4,SW,Storm
F0505,2023-09-14 05:35:51,56.9246,-92.361,38607.0,11.6,37.8,NE,Sunny
F0505,2023-09-14 04:13:52,29.2302,-60.6023,13102.83,23.8,63.0,W,Sunny
F0506,2023-01-11 01:39:06,40.7554,-129.4759,34231.58,-5.9,48.7,S,Rain
F0506,2023-01-11 03:33:33,40.5546,-116.6863,9671.0,12.4,31.4,S,Clear
F0506,2023-01-11 02:23:36,27.688,-65.7338,16138.37,21.9,12.0,E,Clear
F0506,2023-01-11 01:59:57,59.0835,-112.1332,22691.86,7.1,30.3,SE,Clear
F0507,2023-01-14 06:19:05,31.4045,-124.1684,5203.56,22.1,22.4,NW,Clear
F0507,2023-01-14 06:53:20,35.5322,-92.1693,29606.28,4.4,9.2,S,Clear
F0507,2023-01-14 06:22:09,50.1562,-85.4474,33557.95,-2.7,5.6,N,Clear
F0508,2023-02-20 02:09:48,39.5993,-80.8534,35897.03,19.1,28.7,W,Cloudy
F0508,2023-02-20 02:45:28,35.5797,-120.0596,28125.13,3.1,76.0,N,Storm
F0508,2023-02-20 02:12:45,25.5365,-62.2966,9511.64,-13.9,112.6,SW,Cloudy
F0508,2023-02-20 02:40:47,52.0493,-88.1445,37800.52,-4.0,,N,Cloudy
F0508,2023-02-20 02:48:29,52.7586,-82.4889,28917.45,11.1,145.0,NE,Storm
F0509,2023-07-12 17:36:42,24.2171,-111.7064,30295.81,-13.0,45.5,SE,Cloudy
F0509,2023-07-12 15:35:56,40.9435,-71.7406,29979.01,-8.8,83.8,SE,Rain
F0509,2023-07-12 15:46:47,22.8485,-94.7276,26604.21,18.7,63.9,SE,Cloudy
F0509,2023-07-12 18:05:26,25.5465,-105.4328,30785.91,7.0,2.1,S,Clear
F0510,2023-02-21 06:41:20,59.2698,-82.9582,18998.63,7.4,121.8,E,Rain
F0510,2023-02-21 04:57:40,25.8768,-65.9452,25841.22,-4.5,125.1,N,Rain
F0510,2023-02-21 06:06:49,57.0154,-76.0626,7770.32,-15.2,61.1,S,Sunny
F0510,2023-02-21 06:58:46,31.1872,-123.2856,19429.78,-8.7,56.8,S,Rain
F0511,2023-08-01 03:39:29,42.4403,-67.0832,6066.67,,125.1,W,Clear
F0511,2023-08-01 01:08:46,27.0762,-69.9594,31705.43,30.0,,S,Clear
F0511,2023-08-01 02:28:34,33.9495,-83.2372,19089.5,22.7,50.4,S,Rain
F0511,2023-08-01 02:14:24,48.3947,-78.4611,34339.73,10.7,111.7,NW,Clear
F0512,2023-05-09 20:15:52,56.0431,-118.5844,9339.8,29.5,21.0,N,Sunny
F0512,2023-05-09 20:23:15,35.2794,-70.5282,20700.37,28.0,46.6,NE,Sunny
F0512,2023-05-09 20:15:38,48.0847,-100.6998,23345.46,17.7,5.1,SW,Rain
F0512,2023-05-09 20:39:48,27.9632,-98.4232,34568.87,-16.1,140.7,E,Clear
F0513,2023-12-21 21:57:56,24.4521,-127.5838,36246.42,-3.7,53.2,W,Sunny
F0513,2023-12-21 22:51:41,28.2494,-104.8176,29627.46,4.0,39.7,SW,Cloudy
F0513,2023-12-21 21:44:11,24.4624,-79.2937,21208.17,,68.4,NE,Sunny
F0513,2023-12-21 21:30:33,38.4505,-85.0934,16958.47,,2.1,SW,Clear
F0513,2023-12-21 22:29:43,20.5829,-126.4839,32837.41,-1.4,120.7,NE,Sunny
F0514,2023-07-08 22:23:47,20.483,-91.9787,13623.4,23.8,78.0,E,Rain
F0514,2023-07-08 21:54:16,52.8504,-129.1368,16552.34,-13.9,5.4,NE,Storm
F0514,2023-07-08 22:27:47,48.3177,-67.5077,12901.42,13.7,20.3,E,Storm
F0514,2023-07-08 22:23:08,53.9873,-89.1371,21728.48,5.1,,W,Sunny
F0514,2023-07-08 22:26:58,47.1899,-61.4434,6625.05,5.7,14.9,SW,Sunny
F0515,2023-05-04 01:03:17,55.8238,-73.5534,12854.01,-13.4,67.6,SE,Clear
F0515,2023-05-04 00:50:01,49.0185,-82.6951,26701.26,25.6,,SE,Sunny
F0515,2023-05-04 00:16:20,36.455,-64.7149,28938.17,-9.6,10.4,SW,Rain
F0515,2023-05-04 00:19:10,42.7803,-93.8204,9814.8,19.8,45.6,SW,Clear
F0515,2023-05-04 00:42:47,22.1187,-98.7987,20051.34,15.7,118.2,SE,Cloudy
F0516,2023-12-12 16:19:34,24.1413,-91.2925,24175.1,-15.1,61.0,SW,Clear
F0516,2023-12-12 16:01:13,59.6854,-127.3877,25809.99,-17.9,106.8,N,Rain
F0516,2023-12-12 16:12:23,26.5217,-63.6202,9950.78,0.3,117.5,SW,Cloudy
F0516,2023-12-12 16:34:47,57.4708,-82.7287,18665.36,22.0,80.4,NW,Rain
F0516,2023-12-12 16:35:00,54.9282,-96.5672,19920.08,13.9,35.1,SW,Cloudy
F0517,2023-09-15 13:18:56,29.9687,-94.5524,5959.73,18.5,57.3,E,Cloudy
F0517,2023-09-15 13:30:12,41.0251,-99.7109,25467.71,22.3,118.6,SW,Rain
F0517,2023-09-15 13:13:29,24.195,-129.4927,22167.3,7.1,46.2,NW,Storm
F0517,2023-09-15 13:16:24,52.1493,-63.4119,24887.67,27.5,147.3,SE,Storm
F0517,2023-09-15 13:42:57,32.3519,-106.7755,32315.24,-16.1,27.3,E,Storm
F0517,2023-09-15 13:31:25,29.0454,-98.6404,37657.15,6.5,146.0,NW,Clear
F0518,2023-08-04 05:52:13,33.154,-92.7078,33723.53,3.4,121.1,SE,Cloudy
F0518,2023-08-04 04:50:11,39.7446,-91.6659,22054.33,20.9,50.2,N,Clear
F0518,2023-08-04 04:11:48,42.9226,-63.9907,4789.35,25.4,138.1,SE,Rain
F0518,2023-08-04 05:22:47,22.6411,-84.8113,25081.97,-18.7,147.6,S,Clear
F0518,2023-08-04 03:43:11,34.9082,-95.3254,13407.48,-0.3,10.9,SE,Rain
F0518,2023-08-04 02:51:16,38.6771,-78.3603,4562.38,26.6,134.8,W,Storm
F0519,2023-09-06 00:19:54,38.4247,-113.6042,14279.13,12.1,50.8,S,Sunny
F0519,2023-09-06 00:40:49,48.3796,-111.4382,19735.02,20.0,83.2,SW,Storm
F0519,2023-09-06 00:54:06,44.6695,-126.5853,6552.73,-7.9,143.9,SW,Sunny
F0519,2023-09-06 03:52:55,28.6283,-67.9734,31019.9,23.3,86.2,N,Sunny
F0520,2023-11-11 06:27:01,33.9974,-113.2397,39401.97,-2.2,20.3,SE,Sunny
F0520,2023-11-11 04:40:56,43.5076,-122.2485,37679.36,-4.6,102.3,W,Clear
F0520,2023-11-11 04:37:49,37.7045,-83.2501,23206.09,-18.5,143.5,E,Rain
F0521,2023-03-08 07:40:29,46.1652,-108.3529,23235.07,-13.0,15.8,W,Storm
F0521,2023-03-08 10:35:17,41.9105,-72.4504,5261.38,-3.0,145.7,S,Cloudy
F0521,2023-03-08 10:02:37,37.0965,-70.387,37644.34,-2.6,3.1,SE,Clear
F0521,2023-03-08 11:15:10,38.6117,-67.0363,35786.07,-6.3,121.4,SE,Rain
F0521,2023-03-08 07:05:08,23.581,-85.8281,25844.96,22.9,24.2,NE,Sunny
F0521,2023-03-08 09:31:51,51.3082,-101.2962,9660.41,19.6,20.5,SE,Cloudy
F0522,2023-11-04 10:12:15,52.1529,-66.7711,38873.76,-8.6,22.7,SE,Cloudy
F0522,2023-11-04 10:19:12,40.8228,-74.5826,38195.3,-5.5,51.4,E,Sunny
F0522,2023-11-04 11:46:56,47.0245,-70.1627,16836.18,-7.2,86.8,SW,Sunny
F0522,2023-11-04 12:28:05,57.0774,-81.4427,28541.53,3.2,135.9,N,Clear
F0522,2023-11-04 09:39:45,53.7242,-84.5745,34623.1,7.2,50.6,NW,Sunny
F0523,2023-01-26 23:21:18,56.7955,-71.5792,3596.06,-7.5,,W,Sunny
F0523,2023-01-26 23:15:57,30.3647,-115.6444,39836.61,,68.1,W,Storm
F0523,2023-01-26 23:15:19,50.4948,-94.1123,19238.33,22.1,64.9,SW,Sunny
F0523,2023-01-27 00:05:07,55.9951,-99.9352,24194.62,24.7,71.1,SW,Clear
F0523,2023-01-27 00:11:19,35.3251,-108.3672,18843.54,27.4,83.8,NW,Clear
F0523,2023-01-26 23:16:48,22.0235,-86.2327,20492.4,13.3,97.2,SE,Cloudy
F0524,2023-08-04 19:30:44,24.1671,-125.9627,29409.72,-5.4,69.1,NW,Rain
F0524,2023-08-04 20:43:06,22.0702,-98.8869,16211.96,-14.8,75.7,W,Clear
F0524,2023-08-04 20:00:04,40.5105,-91.244,35957.99,-12.3,53.6,SE,Rain
F0524,2023-08-04 18:53:43,25.3954,-77.5622,30644.53,28.7,147.9,SW,Cloudy
F0524,2023-08-04 20:41:15,24.653,-72.318,6592.89,-8.8,24.0,W,Clear
F0524,2023-08-04 19:31:27,34.7532,-129.3493,37537.82,28.2,74.3,NE,Clear
F0525,2023-07-17 18:30:33,30.7919,-91.6878,39050.66,-0.7,7.7,NE,Rain
F0525,2023-07-17 18:37:48,25.3709,-117.4504,19661.03,-16.0,121.5,W,Rain
F0525,2023-07-17 17:52:59,42.3191,-90.3021,30102.96,12.2,64.5,N,Sunny
F0525,2023-07-17 18:07:11,46.4986,-72.6289,39973.39,-6.0,95.9,N,Clear
F0525,2023-07-17 18:16:14,57.2827,-92.9999,9667.14,14.4,85.0,SW,Rain
F0526,2023-12-06 20:09:20,25.9251,-102.8491,39385.56,27.5,113.1,NE,Clear
F0526,2023-12-06 20:50:44,47.785,-102.5192,20477.21,-17.1,128.0,SW,Rain
F0526,2023-12-06 20:08:37,23.7866,-95.2068,20483.08,6.2,122.2,N,Cloudy
F0526,2023-12-06 22:37:58,27.7872,-92.2198,14594.12,-10.0,78.9,NE,Clear
F0527,2023-04-28 02:09:04,31.7491,-116.9765,30174.88,-16.5,141.7,SE,Rain
F0527,2023-04-28 01:49:45,23.8953,-112.6651,38506.1,-17.4,45.2,E,Cloudy
F0527,2023-04-28 04:36:08,48.5044,-88.7154,17018.76,,36.7,SE,Cloudy
F0527,2023-04-28 01:22:04,35.1489,-101.6089,22980.11,24.5,102.7,SW,Cloudy
F0527,2023-04-28 02:38:29,50.412,-102.7434,20053.66,7.2,36.9,E,Sunny
F0528,2023-11-10 15:43:51,32.7717,-107.6785,12487.62,28.4,108.6,N,Cloudy
F0528,2023-11-10 17:08:05,55.6222,-85.3621,12072.15,-14.9,101.7,S,Rain
F0528,2023-11-10 15:31:06,29.2227,-119.8258,32906.75,-2.9,8.6,NW,Rain
F0528,2023-11-10 17:28:57,56.5858,-86.708,15995.71,7.1,104.1,NW,Rain
F0528,2023-11-10 17:48:29,47.1531,-80.2136,30163.97,-10.8,116.6,W,Sunny
F0529,2023-07-20 20:33:17,27.7644,-69.4423,8891.89,-10.2,68.9,NW,Rain
F0529,2023-07-20 19:09:48,34.7581,-108.103,18109.47,7.1,118.8,SE,Storm
F0529,2023-07-20 19:12:01,38.9372,-97.1709,29481.2,22.6,0.1,SW,Cloudy
F0529,2023-07-20 19:58:14,35.086,-93.8435,30818.93,13.9,118.1,NW,Cloudy
F0530,2023-12-10 11:24:33,22.898,-98.3634,35212.56,-19.3,,SW,Cloudy
F0530,2023-12-10 09:14:09,20.1092,-74.1397,24486.63,-17.6,24.0,NW,Rain
F0530,2023-12-10 10:51:25,37.6024,-122.7022,18845.54,2.5,92.3,W,Storm
F0531,2023-11-13 02:41:11,55.8193,-75.7554,37646.6,-7.4,4.7,NE,Storm
F0531,2023-11-13 02:34:29,23.2736,-115.1506,7675.1,7.7,58.8,N,Cloudy
F0531,2023-11-13 03:10:38,24.9968,-82.9332,39712.81,6.4,39.6,NW,Sunny
F0532,2023-10-20 21:42:57,52.7618,-116.7496,35484.26,-17.1,131.7,S,Sunny
F0532,2023-10-20 23:35:42,31.0978,-67.5514,13433.54,-3.8,80.1,N,Rain
F0532,2023-10-20 23:23:52,44.0342,-71.107,26256.32,16.5,144.7,S,Sunny
F0532,2023-10-20 22:39:03,50.8727,-89.4065,9936.8,1.5,13.8,NW,Sunny
F0532,2023-10-20 21:42:27,32.1014,-113.484,21422.94,,87.2,NW,Sunny
F0532,2023-10-20 23:09:42,22.3692,-126.6442,20322.62,9.0,48.2,SW,Sunny
F0533,2023-11-11 05:48:22,46.5028,-119.0057,19745.13,-6.7,75.1,N,Cloudy
F0533,2023-11-11 10:08:08,45.7431,-75.1097,4405.57,21.1,59.8,SW,Sunny
F0533,2023-11-11 09:04:56,58.9213,-90.8927,6805.36,4.3,126.5,NW,Clear
F0534,2023-11-18 04:51:01,57.6674,-124.2507,32398.1,,44.8,E,Clear
F0534,2023-11-18 03:48:47,42.7522,-90.6687,25319.04,13.7,61.0,NW,Clear
F0534,2023-11-18 02:16:03,56.157,-61.6018,17478.11,-1.2,102.0,SE,Storm
F0534,2023-11-18 05:26:36,56.0897,-68.331,9046.84,3.5,120.9,N,Rain
F0535,2023-04-27 11:10:12,32.4264,-116.4535,19866.24,-17.9,89.3,W,Clear
F0535,2023-04-27 10:37:44,33.3053,-77.5286,23346.58,26.8,108.0,N,Cloudy
F0535,2023-04-27 11:19:54,46.7147,-115.8739,5174.51,-13.8,113.5,N,Cloudy
F0535,2023-04-27 11:12:49,40.0227,-129.9003,26445.67,12.5,53.7,NW,Clear
F0535,2023-04-27 10:45:25,54.6917,-103.5907,32171.58,-15.6,24.9,SW,Clear
F0535,2023-04-27 11:12:49,29.4836,-73.727,5167.2,14.1,77.6,SW,Rain
F0536,2023-02-26 02:11:43,28.1123,-92.9099,36734.94,-19.9,23.1,NE,Clear
F0536,2023-02-26 01:43:53,46.6414,-68.3284,39692.91,15.8,83.7,S,Clear
F0536,2023-02-26 03:35:35,57.4397,-73.1512,16026.57,,,N,Storm
F0537,2023-01-21 08:25:55,35.1328,-98.1486,27876.28,23.7,60.8,NE,Sunny
F0537,2023-01-21 05:19:02,56.0489,-99.128,26173.84,-14.0,106.0,N,Storm
F0537,2023-01-21 05:13:15,54.7177,-107.8736,26412.72,-16.9,1.0,NE,Sunny
F0537,2023-01-21 06:12:47,37.8065,-66.7055,35313.25,5.8,124.8,SE,Clear
F0538,2023-09-14 19:51:58,37.8559,-108.7712,26618.32,5.0,53.1,S,Rain
F0538,2023-09-14 18:54:41,31.7017,-92.4449,11203.8,3.5,34.7,SW,Clear
F0538,2023-09-14 19:48:40,30.4438,-79.0173,35552.1,26.7,67.4,NE,Storm
F0539,2023-08-18 00:36:51,57.3614,-89.0365,30769.14,29.1,106.3,W,Clear
F0539,2023-08-18 01:24:42,37.5713,-95.9719,39487.01,28.5,141.9,W,Rain
F0539,2023-08-18 01:06:01,31.7819,-105.4159,26036.11,-6.0,53.1,SW,Clear
F0539,2023-08-18 01:11:43,33.9311,-100.6731,30035.93,,117.2,NE,Clear
F0539,2023-08-18 01:29:28,34.3627,-109.8306,24609.8,17.5,49.6,NW,Storm
F0539,2023-08-18 00:44:32,57.9091,-63.9302,14649.89,29.7,83.4,S,Rain
F0540,2023-11-04 14:07:47,35.8088,-61.4406,12685.12,25.3,118.1,W,Storm
F0540,2023-11-04 16:13:04,48.3436,-99.1133,22308.34,-18.9,101.4,E,Sunny
F0540,2023-11-04 16:15:40,54.9159,-106.4387,8415.87,2.0,60.9,NE,Storm
F0541,2023-01-25 22:00:09,55.4996,-120.8602,7802.31,27.9,125.6,SW,Storm
F0541,2023-01-25 20:14:49,57.3336,-119.6432,3492.57,2.8,105.0,S,Storm
F0541,2023-01-25 20:45:05,45.3402,-87.4793,31947.13,19.3,66.4,W,Cloudy
F0541,2023-01-25 20:29:51,34.817,-122.9352,5371.2,23.5,26.0,SW,Cloudy
F0541,2023-01-25 21:07:11,31.013,-124.7491,4894.62,,95.3,E,Cloudy
F0542,2023-08-18 10:26:56,38.3766,-98.852,13336.37,-4.4,99.8,NW,Rain
F0542,2023-08-18 10:46:31,34.7003,-81.6805,10800.29,-11.3,99.6,SW,Storm
F0542,2023-08-18 09:03:55,58.4495,-69.3449,37309.26,1.8,58.7,W,Cloudy
F0542,2023-08-18 12:28:55,46.2574,-106.1815,21214.85,-15.6,59.8,N,Rain
F0543,2023-09-20 16:21:13,25.5798,-86.8472,36552.97,1.0,61.6,SW,Cloudy
F0543,2023-09-20 16:27:40,51.886,-114.3446,11207.34,,46.1,SW,Clear
F0543,2023-09-20 17:19:21,32.5819,-119.4031,21164.34,-16.4,53.6,W,Storm
F0545,2023-09-01 04:06:01,35.838,-93.9391,19967.67,26.1,60.0,SE,Clear
F0545,2023-09-01 04:37:15,44.2681,-62.4417,28181.61,-14.6,7.0,NE,Sunny
F0545,2023-09-01 04:42:19,49.2438,-84.1302,28580.09,-3.4,,S,Cloudy
F0545,2023-09-01 03:52:01,20.3937,-100.2367,4895.22,27.3,39.9,E,Storm
F0545,2023-09-01 04:44:04,20.2774,-93.7941,27302.2,7.0,91.5,N,Cloudy
F0545,2023-09-01 04:45:27,31.6175,-122.9703,30678.91,25.9,67.3,W,Rain
F0546,2023-07-12 00:43:03,57.4502,-66.0609,8593.28,,34.7,E,Sunny
F0546,2023-07-11 21:48:11,26.3599,-98.6405,12472.76,-19.8,130.0,SE,Clear
F0546,2023-07-11 21:09:47,21.5728,-127.266,12887.53,14.8,15.0,N,Clear
F0546,2023-07-11 22:18:48,44.7667,-119.6415,28255.38,-14.1,93.0,NW,Storm
F0546,2023-07-11 23:53:41,36.2657,-99.9417,15553.63,-18.9,30.4,S,Rain
F0547,2023-05-20 16:44:03,53.9669,-105.7795,38703.81,23.5,35.7,S,Cloudy
F0547,2023-05-20 16:41:44,43.9103,-114.6286,26947.31,5.6,122.8,N,Clear
F0547,2023-05-20 17:30:54,21.6079,-68.3668,35563.88,-8.2,147.8,NW,Clear
F0547,2023-05-20 16:45:30,55.2557,-61.6358,13579.77,5.6,134.7,W,Sunny
F0547,2023-05-20 16:57:30,47.137,-93.9641,37943.02,22.8,,SW,Clear
F0549,2023-08-17 23:20:05,45.6869,-90.5715,21156.87,10.7,13.9,W,Clear
F0549,2023-08-17 22:51:47,45.8098,-91.1028,21316.06,11.9,80.0,S,Clear
F0549,2023-08-17 23:08:14,35.6677,-95.7882,17114.22,9.1,123.4,SE,Rain
F0550,2023-09-24 07:48:38,56.5717,-82.5669,38723.41,-3.5,11.9,E,Sunny
F0550,2023-09-24 09:59:20,27.9498,-72.8333,16658.49,29.9,128.4,SE,Rain
F0550,2023-09-24 10:42:36,37.9541,-87.0175,27370.61,-18.3,,NE,Storm
F0550,2023-09-24 08:13:36,26.3808,-126.6192,16724.58,10.4,49.6,S,Rain
F0550,2023-09-24 07:30:56,47.1913,-101.86,24188.77,,72.2,SE,Clear
F0551,2023-02-02 15:46:46,52.1488,-77.2236,14318.0,25.4,87.8,NE,Clear
F0551,2023-02-02 16:06:18,22.6939,-78.3137,36185.1,27.2,69.2,N,Clear
F0551,2023-02-02 15:50:28,34.8826,-109.4606,6054.45,,34.2,W,Cloudy
F0552,2023-01-11 15:34:12,51.8053,-98.3284,11188.53,20.1,129.0,E,Cloudy
F0552,2023-01-11 15:40:32,44.2781,-117.4594,26012.04,28.5,31.4,SW,Clear
F0552,2023-01-11 15:57:13,59.7163,-89.4867,25775.11,2.2,128.2,SW,Rain
F0552,2023-01-11 15:14:25,43.9409,-85.7883,33035.64,29.9,147.7,W,Rain
F0553,2023-04-25 17:54:07,48.9233,-86.8932,17490.39,27.4,31.7,SE,Storm
F0553,2023-04-25 16:33:06,51.11,-118.4149,34952.11,-17.6,117.0,NE,Sunny
